id,keyword,location,text,target,Correct Prediction,BERT-8b7db91c,LSTM_DROPOUT-GloVe-8b7db91c,GRU-GloVe-8b7db91c
1063,derailed,"/ Kattappana, Kerala",@WSJ: How a rare lizard derailed Adani GroupÛªs plan to build a huge coal mine in Australia http://t.co/dkNPK6FbE4 http://t.co/BiVShY4q1b',0,0,0.46226990223000003,0.5404682159399999,0.56705248356
1087,desolate,Macclesfield,@WilliamTCooper TY for the follow Go To http://t.co/l9MB2j5pXg BRUTALLY ABUSED+DESOLATE&amp;LOST + HER LOVELY MUM DIES..Is it Murder? Pls RT,1,1,0.35101512074,0.54090446234,0.67048496008
1088,desolate,Florida,@mtnredneck It does when you are searching on a desolate part of the beach with no cell service and a mile away from your car.,0,0,0.27810841799,0.6259841322899999,0.55013251305
1125,destroyed,,Soo..he'll be do a bit of repentance for the children's lives they've destroyed and continue to abuse and for... http://t.co/En3hKXQdD9,1,1,0.26398843527,0.70691734552,0.5699366331100001
1133,destroyed,norton,@kaytlinmartinez dude those enormous blizzards we destroyed from DQ ??,1,1,0.9055789112999999,0.10516177117999999,0.13175152242000002
1144,destruction,Hollywood,Russian authorities to take account of petition against destruction of sanctioned food: Vladimir Putin's press... http://t.co/GUvSVPesZU,0,0,0.36039286851999996,0.67597842216,0.59265762568
1148,destruction,"Piedmont, CA",Let this stand as evidence of the horrible destruction potentially wrought by our noble species. https://t.co/sNOO8LQtAD,0,0,0.40554565190999997,0.51076453924,0.5243406891800001
1170,detonation,"Palacio, Madrid",@jcenters No uh-oh it was a controlled detonation.,0,0,0.79567331076,0.29089093208,0.2720798254
1171,detonation,,Ignition Knock (Detonation) Sensor-Senso BECK/ARNLEY 158-0992 http://t.co/tk9HnxZNSl http://t.co/UhBUwbeQ0O,0,0,0.5070931911500001,0.1986836046,0.1469578445
1182,detonation,"Poughkeepsie, NY",Link lets you pick a city bomb size and altitude of detonation. Ace! https://t.co/wmW1wqvbR8,0,0,0.54164975882,0.49268856645000003,0.39685487747000003
1187,devastated,dam squad 4 lyf,VAL JUST DIED AND IM ABSOLUTELY DEVASTATED #emmerdale,1,1,0.23594424129,0.72113621235,0.5106297731399999
1200,devastated,"Toronto, Ontario",Devastated. Already missing my @coleenlisa. https://t.co/3p6Xakt7rh,0,0,0.25310534239,0.80729645491,0.45093202591000003
1205,devastation,,The Dones felt grief bordering on devastation at losing connection with God through their church communities. Packard http://t.co/r2pQQPfqCt,0,0,0.33434617519000004,0.60946422815,0.6566275954199999
1206,devastation,"los angeles, ca",My father walked through the devastation the day after and refuses to speak about it to this day https://t.co/oFu6DANJZC,1,1,0.21454578638,0.44886961578999995,0.51813340187
1208,devastation,United States,ÛÏEven in the midst of devastation something within us always points the way to freedom.Û,1,1,0.33536201715,0.29411742091,0.55776423216
1210,devastation,Polska,Devastation Walkthrough Part 11: http://t.co/BOjDByB9YA przez @YouTube,1,1,0.3096486032,0.63818973303,0.5484988689399999
1211,devastation,"Fort Worth, TX",we hid the devastation of what atom caused by not making it mandatory for film of its human suffering be shown &amp; preserved.,1,1,0.43171215056999995,0.68012815714,0.90347880125
1219,disaster,Indiana,Trying to route my sister into W. Lafayette from the Indy airport. Suggested I-74 to SR 25 west of Crawfordsville. Hope it's not a disaster.,0,0,0.33555233479,0.95580810308,0.8506590723999999
1221,disaster,,Reade this and see how are politicians are leading us to disaster all for the #GreedyRich https://t.co/2bFliBD2sh,0,0,0.21632695198000002,0.56335616112,0.36934319139
1224,disaster,,#OVERPOPULATION Not only R women incapable of keeping their legs together 2 save the world from endless brats they want to RUN the disaster,0,0,0.60800975561,0.10820855945,0.11972040683
1225,disaster,Ottawa,Harper gets sassed by Albertans after calling NDP government a Û÷disaster' http://t.co/vsMOJyfzDg via @huffpostalberta #HarperBlamesAlbertans,0,0,0.28997009993,0.50534290075,0.27125713229000004
1227,disaster,,Disaster [Chapter 27] https://t.co/EAsxT3y84R http://t.co/CjUFunsDKg,1,1,0.42000430821999996,0.70418781042,0.5684127211600001
1228,disaster,,Deepwater drill company gains $735m: Transocean one of the companies associated with BP's Deepwater Horizon oil well disaster recoversÛ_,0,0,0.51256805658,0.49879732728,0.58496969938
1235,displaced,"San Francisco, CA",Next up: a charity program for disadvantaged people displaced by the tech boom in SF based on Tinder technology. https://t.co/yNVz1WrgtN,0,0,0.15949282050000002,0.4134657979,0.50542461872
1237,displaced,,Angry Woman Openly Accuses NEMA Of Stealing Relief Materials Meant For IDPs: An angry Internally Displaced woman... http://t.co/C1vzJOr2qz,1,1,0.33062911034000003,0.6144309043899999,0.5832580328
1238,displaced,"Nottingham, England",Oof. Vikings took an island off the mainland. The noble house who ruled there got displaced... into my county. Welcome new vassals!,0,0,0.37764817475999995,0.71299409866,0.6965841651000001
1240,displaced,NYC,It's crazy how far in advance you feel the air displaced by a subway car before the train itself shows up.,0,0,0.27059364319,0.9732133746100001,0.83719229698
1242,displaced,,Displaced,0,0,0.05897545815000001,0.39448353648,0.6731198430099999
1248,drought,"Cary, North Carolina",The Best Drought-Tolerant Perennials http://t.co/AdZONC7Olv http://t.co/ih9iTMhFjZ,0,0,0.6546311378499999,0.53318804502,0.45866417885
1249,drought,"San Gabriel Valley, CA",El Monte attempts to shed reputation of delinquency in drought - The Pasadena Star http://t.co/2wGOUCOHOu,1,1,0.58222401142,0.45859023929,0.2275133431
1251,drought,Windsor ??CT,I thought it was a drought,0,0,0.51623046398,0.45483127236000004,0.5568585395800001
1254,drought,,Thought it was a drought!,1,1,0.81556355953,0.45483127236000004,0.5568585395800001
1260,drought,"Rock Hill , SC",I swear theres a bud drought,0,0,0.07544073462,0.35168355703000004,0.53363734484
1297,drowning,,I have the experience performing cpr on a actual drowning victim.,1,1,0.6724973321,0.43197274208,0.38721454144
1301,drowning,Liverpool,Boy saves autistic brother from drowning: A nine-year-old in Maine dove into a pool to save his autistic brother from drowning,1,1,0.7200471162800001,0.51254153252,0.47516357898999995
1302,drowning,,Boy saves autistic brother from drowning: A nine-year-old in Maine dove into a pool to save his autistic brother from drowning,1,1,0.7200471162800001,0.51254153252,0.47516357898999995
1304,drowning,"Bangalore,India",Migrants drowning - we will be erecting monuments 100 years from now and shed tears for the most powerful nations' greed of letting them die,1,1,0.7592786550499999,0.27960506082,0.25496053696
1306,drowning,,Boy saves autistic brother from drowning #NewsVideos http://t.co/8NZt51ew14,1,1,0.56717884541,0.41043320298,0.25607314706
1307,dust%20storm,"Playing: HL2: EP1, Dust: AET",OH SHIT DUST'S STORM ATTACK AND FIDGET'S BULLET THING MADE SOME CRAZY RICOCHET ATTACK,1,1,0.1328061223,0.8842372894299999,0.9302500486399999
1313,dust%20storm,"East la Mirada, CA",@christinaperri #askceeps have you seen @colinodonoghue1 in his new movie trailer for The Dust Storm?,0,0,0.03059914708,0.53637439013,0.4371149838
1318,dust%20storm,"Jeddah, Makkah Al Mukarrama",No storm lasts forever the dust must settle truth will prevail. http://t.co/1cjyfY8iXj,0,0,0.21147921680999998,0.53150320053,0.46308949590000004
1331,earthquake,San Bernardo - Chile,#SISMO ML 2.0 SICILY ITALY http://t.co/vsWivoDCkL,1,1,0.15525624156,0.8927219510100001,0.7320677042
1352,electrocuted,USA,South Side factory where worker electrocuted pays $17000 penalty #Columbus http://t.co/nSGWiCYXFT,1,1,0.4811989665,0.76102656126,0.6334401369100001
1372,emergency,New York,Survival Kit Whistle Fire Starter Wire Saw Cree Torch Emergency Blanket S knife - Full reÛ_ http://t.co/8pFMSYPg5B http://t.co/nETYdvtLnb,0,0,0.5127851963000001,0.55795896053,0.37816479802
1381,emergency%20plan,,"119 Sri Lanka's 'Emergency' Line. 
Busy for the past 30 mins. 
Suppose I need to plan my emergencies better. #SL #RT",1,1,0.6377056241,0.33343189954999997,0.42141720653000003
1394,emergency%20services,Singapore,Call for Tasmania's emergency services to be trained in horse rescues http://t.co/q9OXqfdGwX #abcnews,0,0,0.85147678852,0.35741886497,0.17752285302
1396,emergency%20services,"Lismore, New South Wales",Ballina emergency services have again been activated following a shark sighting of what has been described as two... http://t.co/Eu5tKTptpW,1,1,0.97761261463,0.6129811406100001,0.47818231583000004
1397,emergency%20services,UK.,Call for Tasmania's emergency services to be trained in horse rescues http://t.co/zVQwLpScSC,1,1,0.6209487914999999,0.36178195476999997,0.14139170945
1398,emergency%20services,Sunny South Africa,@GeneFMyburgh @crimeairnetwork and in a week they will protest service delivery and lack of emergency services #ThisIsAfrica,0,0,0.45203989743999995,0.37459561229000005,0.60674053431
1403,emergency%20services,Australia,Emergency Plumber Emergency Plumbing Services. #plumber #localplumber #Australia https://t.co/V3LZWkqSO7,0,0,0.22033911943000004,0.51817417145,0.49735710024999996
1404,emergency%20services,#ViewsAreMyOwn #IBackTheBlue,@mickbland27 It is disturbing! Emergency services &amp; first responders should work together not slander try &amp; get each other killed.,1,1,0.9134134054200002,0.40522542596,0.54765033722
1410,emergency%20services,"Bodmin, Cornwall",@bodminmoor1 experienced the expertise of some of Cornwalls finest emergency and rescue services!,1,1,0.5325577855100001,0.36814650893,0.33639147878
1427,evacuate,AZ ? TX ? CA ? IL ?,@crown_769 I'd rather have an ass in fire. At least I'd know whatever I eat will evacuate. Heartburn sticks around.,0,0,0.14420253038,0.34232756495,0.57963305712
1434,evacuate,,Just had to evacuate the 100 Oaks Regal theater. I've never been more terrified.,1,1,0.81954210997,0.47397324443000005,0.49217194318999996
1436,evacuated,"Arizona, USA",@misschaela_ not yet. Everywhere else except us and like a few other shops like Panda are evacuated but they haven't come for us yet.,1,1,0.47365286946,0.45748361945,0.5999609828
1437,evacuated,Seattle/Snohomish/Redlands,UPDATE: Evaucation order for Roosevelt WA has been lifted: http://t.co/2NV0wHDLut,1,1,0.75656193495,0.46741911768999994,0.57097822428
1451,evacuation,,my school is so fucking dumb they just set off the evacuation sirens on accident,0,0,0.49873590468999995,0.61260986328,0.70455014706
1452,evacuation,,How an anatomic mother helps up-to-the-minute remodeling high evacuation hospital: IaAvRoIV,1,1,0.3538030386,0.71560692787,0.72522318363
1454,evacuation,"ON, Canada",Even tho Im getting 40%money back due 2 veld evacuation nothin could make up for missing @DVBBS @HARDWELL @aboveandbeyond #stillnotoverit ????,0,0,0.11779189109999999,0.49597761035,0.7389856576899999
1476,exploded,"Concord, North Carolina",The fact checking machine must have exploded today following @POTUS #IranDeal speech.,0,0,0.4335270524,0.42719891667,0.61679977179
1480,exploded,"ÃÃT: 39.168519,-119.766123",Holy hell the bathroom on car 649 smells like is exploded... @Metrolink,1,1,0.40467393398,0.37905341386999997,0.59022861719
1482,exploded,,Our electricity just fucking exploded they're trying to fix it now,1,1,0.52171355486,0.34706866741,0.4525629282
1486,exploded,Canaduh,I can't take advantage of Smith Micro's deals right now because exploded car (hint hint shironu_akaineko AT... http://t.co/qbCTxPwhYP,1,1,0.45484346151,0.61705738306,0.56034982204
1490,exploded,"ÃÂth Cliath, ÃÃ¤ire",@rickoshea @AnthonySHead @NicholasBrendon @DublinComicCon @RTE2fm WHATTT? Oh wow my fangirl head has exploded in a mess of crap everywhere,0,0,0.06360331177999999,0.33843919634999997,0.5718455314600001
1491,exploded,My house probably,@marymc21 ahhhh I'm just being a baby. My car's engine kinda sorta exploded and we're trying to find a solution,0,0,0.26857447624,0.43990516663,0.55749082565
1493,explosion,,Hp lto-5 lump together warehouse information explosion is more than one divestment able: PMngiqy,1,1,0.30079352855999997,0.5235697031000001,0.60720163584
1497,explosion,LOST Angeles lol,This whole podcast explosion thing has been weird. Just replied to a YouTube comment for the first time in... Ever. What is happening?!,0,0,0.05752983688999999,0.60557126999,0.47038587928000003
1500,explosion,"Orlando, FL",@MrBrianORL at least they didn't try and put a straw in the liquid one #Explosion,0,0,0.11372128129,0.57568842173,0.47394281626
1504,eyewitness,Washington DC,Hero of capitalism: Sprint employee promotes Sprint while Fox News interviews him as a shooting eyewitness: https://t.co/DtRPhCTmJx,1,1,0.41039818525,0.7751681804699999,0.5045952200899999
1509,eyewitness,Free Palestine | Save Gaza,#Fracking #Ecocide Eyewitness to Extreme Weather: 11 Social Media Posts that Show Just How Crazy T... http://t.co/dEdDH8Rme8 #Revolution,1,1,0.7623639106800001,0.4833222031600001,0.38646143674999994
1514,eyewitness,Land of the Free,With all due respect @RepMikeRogersAL y would u completely disregard ALL eyewitness accounts on Benghazi? #WereNotGruberVoters. #PJNet,1,1,0.47965300083000006,0.50563377142,0.23013141751
1517,eyewitness,Be Earth,http://t.co/B7Iu2lpfXs: Eyewitness to ExtremeåÊWeather http://t.co/dYx2jr6ckP,0,0,0.5751997232399999,0.40937373041999997,0.28794115781999996
1530,famine,somewhere in time,I would rather dwell in the land of famine and be in God's perfect will than to rest in the confines of Egypt... http://t.co/P14oePCrW0,0,0,0.22212833165999998,0.40856796503,0.50859588385
1541,fatal,,Seatbelts really do save people man. Alot of fatal recks have no intrusion of the interior People just fly out,0,0,0.18993166089000002,0.45087733865,0.56795525551
1546,fatalities,,Las Vegas in top 5 cities for red-light running fatalities - News3LV http://t.co/rEt82MdQnG,1,1,0.60001224279,0.42781069875,0.41743853688
1549,fatalities,seattle,Wow 3 are WSEA RT @KING5Seattle: Seattle's deadliest red light runner intersections revealed http://t.co/zqUsy2k4ws http://t.co/OX6dHXEUwe,0,0,0.4677541852,0.47001644968999995,0.52060979605
1553,fatality,,Flourishing sleigh bell an toothsome transit fatality: oNrhPz http://t.co/gB4W3T7b3T,1,1,0.47077757119999997,0.63265734911,0.63204693794
1560,fatality,Planet Earth (mainly) #Neuland,. @paulrogers002 Many #cancers which had a very high fatality rate 30 years ago kill a lot less today. #Oncology has achieved a lot.,1,1,0.45337706804,0.47536879778,0.6203913092600001
1570,fear,"Jakarta, Indonesia",FEAR GOD MORE NAJIB LESS: Nazir taking another stab at brother as govt threats police crackdownsÛ_ http://t.co/bQT9bjdUJG #WayneRooney_INA,1,1,0.57048928738,0.47468492389,0.6619030833199999
1574,fire,Michigan,Why is it that my pinky feels like it's lit on fire ? #freaky,0,0,0.10873568058000001,0.5799918174700001,0.41081213950999995
1575,fire,San Jose State University,@21Joseph fire,1,1,0.07485428452000001,0.43001896143,0.51657497883
1578,fire,OUTERSPACE,I just got electrocuted by my #HP Chromebook charger it sparked and caught fire #HP http://t.co/UBywQHoaWr,0,0,0.18934422730999997,0.9463298916799999,0.8186721205699999
1580,fire,San Antonio,I just watched Halt and Catch Fire 2x10 'Heaven is a Place' https://t.co/jcPxOrV3AU #trakt,0,0,0.29770937562,0.55810624361,0.55947643518
1585,fire%20truck,NY,Tractor-trailers collide on NJ Turnpike å_ 42 http://t.co/OTEXyh79J8 http://t.co/MLZG4l0xnL,1,1,0.9368491172799999,0.3774933815,0.41986337304
1587,fire%20truck,"Lampe, MO",What a night! Kampers go on vacation to end our Dream Job party where fire truck sprays the pool with a hose! http://t.co/if0BiyubC4,1,1,0.6672248244300001,0.26885810494,0.20627380908
1592,fire%20truck,"Queens, New York",@dmon2112 @C_T_Morgan but the fire rings of NYC permits I'd have to jump through for a food truck don't make it appealing,0,0,0.15055549145,0.5165913701100001,0.30422705411999995
1595,fire%20truck,,Mark your Calendars: Fire truck parade returns to Raleigh! http://t.co/QGCAqdfEKf,0,0,0.46684986353,0.8013612031899999,0.65553891659
1599,fire%20truck,,Langhorne-Middletown Fire Co. welcomes new truck ... http://t.co/KrpJo9zMSx,0,0,0.55772048235,0.70584338903,0.37836292386
1601,fire%20truck,"Augusta, GA",Photo: xshanemichaelsx: instaxbooty: ?? @johnnyxphixxle ?? (via TumbleOn) Is that a fire truck ? I need to... http://t.co/WZ809L8zP5,0,0,0.6386794447899999,0.5685503482800001,0.41010481119000003
1603,first%20responders,"Indianapolis, Indiana",Central Indiana first responders are providing feedback at the third and final #FirstNet focus group today.... http://t.co/pehH7wHZ0g,1,1,0.3990829289,0.44299429655,0.56245815754
1606,first%20responders,,First responders tell me he is lucky.... had someone riding with him today. http://t.co/jc16CZn0NC,1,1,0.58033525944,0.24424511194,0.27545985579
1608,first%20responders,Northern Colorado,An alarming trend among first responders is raising concerns for local fire departments in Colorado and around... http://t.co/Iqr6v6DTHr,0,0,0.48884263634999997,0.9544086456299999,0.94783222675
1609,first%20responders,,What I'll miss the most is that very rare occasion where you and the first responders on scene are the difference between life and death.,0,0,0.39806014299000003,0.6079231500600001,0.58699053526
1611,first%20responders,"Jacksonville, FL",Attention Service Members Veterans Educators First Responders in Jacksonville FL http://t.co/4UrtBEAcE5,0,0,0.50908851624,0.49350976943999997,0.62607830763
1613,first%20responders,,@pnppro1 Warm Up exercise of the trainees on Basic First Responders Training Course. http://t.co/vdbj2o0IYX,1,1,0.5374786257699999,0.26476716995,0.18939664960000002
1616,first%20responders,,Pray for our Nation &amp; her troops that defend in her. May he continue his watch over those watch over us our first responders.,0,0,0.33655759692000004,0.7754259705500001,0.6906175613400001
1619,first%20responders,"Tennessee, USA",Please pray for employees residents and first responders. #myhometown #livesmatter https://t.co/tdeS8MEAR2,0,0,0.26817071438,0.97252547741,0.8985949754700001
1620,first%20responders,Nevada,Every time I get on the news I see more sadness and needless death. To all my first responders still on shift tonight go home safe. ??????????,1,1,0.59513378143,0.62371909618,0.38453564048
1623,flames,,flames everywhere ???? https://t.co/cG9GAkbPta,1,1,0.8359952569,0.37713968754,0.25129902363
1652,flood,,If you decide to get rid of #flood damaged #furniture solid waste will pick it up for a fee. You can call #Tampa Solid Waste at 813-274-8811,1,1,0.56221544743,0.33705568314,0.37196651100999994
1658,flood,Canada,How did I know as soon as I walked out of class that Calgary would flood again today,1,1,0.85611355305,0.43378391862,0.39781820774000004
1665,flooding,"yakima, wa",@Schwarzenegger @FoxNews you won't because Dems are focused on flooding our borders with illegal immigrants to add to their voters. #EndofUS,0,0,0.29533267021,0.5688223838800001,0.6667060256
1668,flooding,New York City,#NYCHA says the pipe that burst and flooded apartments in a senior center is being repaired. http://t.co/eCyui3290H http://t.co/6S6sYUYypL,1,1,0.82410115004,0.84783744812,0.41997665167
1675,flooding,,@PopMech ANOTHER tweet double posted within 4 hrs. Flooding my timeline with the duplicate tweets.,0,0,0.10573524237,0.52820718288,0.6688496470499999
1682,floods,Montana Misery,all cats are in....time for the floods.......,0,0,0.69257295132,0.43050682545,0.43918949366000004
1683,floods,,VIDEO Facing Up To Persecution ÛÒ Pastors Silenced ÛÒ MB Obama holds Iraqi Christian asylumÛ_ https://t.co/qrtUzfHOdw http://t.co/xBNRPS8xHO,0,0,0.7920897603,0.40588173270000005,0.4458784759
1686,floods,,No Floods #MTVHottest Lady Gaga,0,0,0.69653856754,0.56224495173,0.40142011642
1698,forest%20fires,Babylon Up-On Hudson,#ERROR!,0,0,0.47283184528000005,0.67053812742,0.72918343544
1714,hail,,#LukeBox how about a song for your fellow Eagles?! ???? #hail southern,0,0,0.0902557373,0.53445225954,0.51182961464
1724,hail,British Columbia,@adolwyn This near U? @JWagstaffe: RT @OldsFireDept: Aug 5 2015 Hwy27 west of Olds. Approximately 1 foot of hail. http://t.co/Yg0pd73Bpw',1,1,0.21824803948000002,0.9805582165700001,0.8936939239499999
1732,hailstorm,"Calgary, Alberta, Canada",#yyc #hailstorm #christmas came early https://t.co/f0A2IIzx3A,0,0,0.7923476695999999,0.70534944534,0.41854509710999993
1736,hailstorm,,It looks like all the trees in my yard had a Britney Spears style meltdown. #Bald #Hailstorm,1,1,0.63353300095,0.27759227157,0.20318442583000002
1748,harm,,@ShaunKing HARSH PENALTIES FOR LEGAL FIREARM OWNERS WHO STRAW PURCHASE A FIREARM FOR ANY FELON. GANG MEMBERS ONLY INTEND TO CAUSE HARM!,0,0,0.6072832346,0.26557180285,0.21738687158000003
1750,harm,Washington State,Politicians are using false allegations to attack #PlannedParenthood &amp; harm women. We aren't fooled we #StandwithPP http://t.co/JhseGQLbYq,0,0,0.37027940154,0.5305585265199999,0.6807693243
1754,harm,Los Angeles,Politicians are using false allegations to attack #PlannedParenthood &amp; harm women. We aren't fooled we #StandwithPP http://t.co/bIE5pfR2Ac,1,1,0.37027940154,0.5305585265199999,0.6807693243
1761,hazard,Android Land,"NVIDIA recalls some Shield Tablets because of possible fire hazard

http://t.co/M3nSIx073I

#nvidia",1,1,0.26259207726,0.91843700409,0.7961299419399999
1767,hazard,"El Cerrito, CA",Choking Hazard Prompts Recall Of Kraft Cheese Singles http://t.co/98nOsYzu58,1,1,0.4726960063,0.6858425736399999,0.5514303445800001
1771,hazard,,Road Hazard @ E CONFEDERATE AVE SE / MORELAND AVE SE http://t.co/tym6tYmh4M,1,1,0.31240534781999996,0.76328223944,0.52384877205
1772,hazardous,,#ine #instyle Olap #world pres: http://t.co/PJaY74M2Fi How To Recognize A Hazardous Waste And The Multidimensi http://t.co/vr3wlQXl0G,0,0,0.35245484114,0.52140140533,0.373039186
1781,hazardous,,#hot #fiat Olap #world pres: http://t.co/QddYwTynvF How To Recognize A Hazardous Waste And The Multidimensiona http://t.co/dzQGotozNA,0,0,0.28113418818,0.5082212686500001,0.34035089611999997
1783,hazardous,,#triangle #peter Olap #world pres: http://t.co/JeHTQAqDFh How To Recognize A Hazardous Waste And The Multidime http://t.co/gwXdjd8nGu,1,1,0.34886708856,0.53642177582,0.37093541026
1785,hazardous,Yellowknife NT Canada,Drums of Hazardous Waste Dumped Around Kodiak Island: Someone has dumped drums of hazardous was... http://t.co/ZSnnrULaWo &gt;@alaskapublic,1,1,0.76362383366,0.6295312047,0.37336871028000007
1791,heat%20wave,"vb/norfolk,va",Yeah it actually is this whole week we in a heat wave :( https://t.co/cB2NWtGy47,1,1,0.68722563982,0.45960032939999995,0.31860360503
1815,hijack,,Himika Amase is the only prophet in the world who foresaw 'hijack in March' as it was on her Jps Twitter in Feb 2014. malyasiaairlines. ???,1,1,0.72993248701,0.12371495365999999,0.10156235844
1824,hijack,#HDYNATION,hijack,1,1,0.6746195554699999,0.12138454615999998,0.310952425
1827,hijack,,"Graham Phillips' Fundraiser Canceled By @JustGiving 

#fundraise #Ukraine #donbas 

http://t.co/HIbEf3CXOX http://t.co/9crFKQzD52",0,0,0.5091247558600001,0.44554522633999993,0.24705295265000002
1828,hijack,Lagos,Bayelsa poll: Plans by Patience Jonathan to hijack APC tickens http://t.co/eyn0E8pmJq,0,0,0.34466671944,0.72660672665,0.7527880072600001
1858,hijacking,Maryland,But is feast.dll still vulnerable to DLL hijacking? https://t.co/3vaig1PtYk https://t.co/BZDNKpOry1,1,1,0.16850221157,0.59702634811,0.3555803597
1869,hostage,"Limerick, Ireland.","Oh god Diane is following them to the hostage exchange in a taxi. 
#RandomActsOfRomance",1,1,0.47972786427,0.5290073156399999,0.52866488695
1876,hostage,Niels Groeneveld / RedSocks,Bit-Defender hack ÛÒ Held Hostage!: Late last week it was discovered that antivirus vendor ... http://t.co/2vC8CSTWy5 #damballa #infosec,1,1,0.25601372123000005,0.6721825003599999,0.45694932342
1879,hostage,"Columbus, OH","@theCHIVE For the record I held this shirt hostage for nearly a year before sending it last minute to TX #BidTime 

http://t.co/edbxYatmaq",0,0,0.052113175389999995,0.7093116641,0.6568990945800001
1881,hostage,Behavioral Analysis Unit (BAU),While being held hostage by Tobias Hankel,0,0,0.5628669857999999,0.36944767833000003,0.54109525681
1887,hostages,USA,@JoeNBC IRAN: NO SNCTIONS INCL MILTARY$150BILNO INSPCTKPS HOSTAGESTHROSW ISRAEL TO GUTRKPS NUKE SITES U.S HLPS W/NUKES GET 'ZERO!',1,1,0.41608601809,0.7597873807,0.78913545609
1890,hostages,"Hubli, Karnataka",@IndiaToday @Iamtssudhir Time for India to join global war against ISIS cant sacrifice national interest to save hostages! #NationFirst,1,1,0.65114980936,0.47551438211999997,0.56739634275
1897,hurricane,,@al_thegoon i like hurricane habor next to slix flags but they got like 8 rides but they wavy &amp; hershey park,0,0,0.08809670806,0.59768587351,0.48627096415
1900,hurricane,"San Antonio, TX",@ReinhardBonnke is preaching on the Holy Spirit! Holy Spirit blows atmosphere to pieces! Atmosphere is air in a jar. The HS is a hurricane!,0,0,0.38350301981,0.81362396479,0.63174015284
1907,hurricane,Dublin,I'm a hurricane.,0,0,0.08868294954,0.47155472636000006,0.59282189608
1911,injured,The North Coast,@NewsBreaker @sothathappened SO wheres the story? Anybody injured? Where did this happen?,0,0,0.59366679192,0.41035503149,0.4662412107
1915,injured,"Washington, DC","#Redskins WR DeSean Jackson injures right shoulder at training camp today. Watch the play HERE: http://t.co/GABecyzBzJ
@wusa9 #SkinsOn9",0,0,0.5735426545100001,0.48947083950000003,0.42211854458000003
1925,injuries,,4 Common Running Injuries and How to Avoid Them http://t.co/26HWLpWmXr,0,0,0.17048108577999999,0.56967288256,0.5238147974
1929,injuries,,@JaeSmoothCYB he was going to be. We still have our leading rusher from LY so we should be ight barring any injuries,0,0,0.28901648520999995,0.39241716266000004,0.53127080202
1930,injuries,"San Francisco, CA",San Francisco 0 I80 E **Hit and Run No Injuries** http://t.co/lp9TBu7KzH,1,1,0.41540732979999995,0.50878751278,0.50926089287
1933,injuries,,@ringsau and injuries can account for elevated levels of tb4 Richard?,0,0,0.6198537945699999,0.3750602603,0.28475445508999997
1949,injury,Las Vegas,New post: Texans report: QB battle unaffected by Foster&amp;#039;s injury http://t.co/IgH2PAAHnK,1,1,0.60503602028,0.21222963929000002,0.16478532553
1950,injury,,Ben Heenan carted off the field at @Colts training camp.. No word on how serious the injury is #colts #nfl,1,1,0.64154857397,0.24649558960999998,0.22373229265
1952,inundated,"Bellingham, WA",ÛÏWe live in an area thatÛªs inundated with wildlife...If people donÛªt learn how to get along or live with them... http://t.co/KZXV6DWQ6E,1,1,0.29601925610999996,0.55813294649,0.21513298154
1956,inundated,Earth,Mexican beaches inundated with algae http://t.co/Kcm4sgrceR,0,0,0.9525233507200002,0.53079086542,0.34927937388
1977,landslide,"New Delhi, Delhi",@preeti_chopra2 @chinmaykrvd many predicted landslide for nitish nd told bjp will loose bihar nd won't even get upper castes votes,0,0,0.53735917807,0.40896144509000004,0.73270577192
1989,lava,trinity nc,@Miss_Instiinctz or mostly around lava too,0,0,0.5413094759,0.13657417892999998,0.14799694717
2006,lightning,,World War II book LIGHTNING JOE An Autobiography by General J. Lawton Collins http://t.co/a7iqMhvLSm http://t.co/b9vTkDjJ33,1,1,0.52142632008,0.40426686405999995,0.41801857948
2009,lightning,Winston Salem NC,Lightning #rebeccafav http://t.co/q9Q87mDEzY,0,0,0.06964728236,0.53120964766,0.30441904068000003
2013,lightning,,World War II book LIGHTNING JOE An Autobiography by General J. Lawton Collins http://t.co/ihxkforg4I http://t.co/jD6lcRuOHA,1,1,0.52142632008,0.40426686405999995,0.41801857948
2016,lightning,"Philadelphia, PA",Two Films From Villanova University Students Selected As 2015 Student Academy Award Finalists: Lightning struckÛ_ http://t.co/4jyQfhHmXf,0,0,0.31797891855,0.84201264381,0.8938285708399999
2018,lightning,"North Carolina, USA",Lightning http://t.co/9DQhdEi357,1,1,0.19099241495000002,0.53453963995,0.4418438971
2020,lightning,"Leesburg, FL",Leesburg Lightning and Altamonte Springs Boom scoreless in seventh inning in FCSL playoffs,0,0,0.26054304838000003,0.6287451982500001,0.51671892405
2021,loud%20bang,"Nashville, Tenn.",Soon to be loud bang as backpack detonated.,1,1,0.64602708817,0.12359088659000002,0.20191206037999998
2035,loud%20bang,,"*Hears loud bang upstairs*
*goes outside sees 2nd floor window open*
*checks every room with a baseball bat in hand*",0,0,0.51548326015,0.21927979589000002,0.05533808842
2037,mass%20murder,"Detroit, Mi",@AMAAS @JD_marsh22 just carry a gun. No way you get charged when you stop a mass murder,0,0,0.47179600596,0.62214374542,0.79249054193
2038,mass%20murder,,Candlelight vigil at my house tonight for the victims of the mass ant murder (by me) in my bathroom sink. There will be snacks.,0,0,0.15237143636,0.57808250189,0.76478141546
