id,keyword,location,text,target,Correct Prediction,LSTM-71bd09db,LSTM_DROPOUT-d3cc3c6e,BI_LSTM-8b7db91c,LSTM_CNN-8b7db91c,FASTTEXT-b054e509,RCNN-7bc816a1,CNN-b054e509,RNN-1258a9d2,GRU-b054e509,HAN-a85c8435
711,collapse,Narbin city,Correction: Tent Collapse Story http://t.co/CMbNMvVDKl,1,1,0.3677783608,0.5892766118,0.7013919353,0.4489175677,0.374327749,0.36735552549999995,0.6619868279,0.247841984,0.2570125759,0.5414290428
713,collapse,Los Angeles,Interview on The Collapse of Materialism Best #TalkRadio Listen Live: http://t.co/Qn8vTXZJzB,0,0,0.6195723414000001,0.656693399,0.4511064291,0.2063020468,0.49130144719999996,0.4532293081,0.4998331368,0.3147578239,0.2337035835,0.4291046858
717,collapse,Russia,If Oikawa was in Karasuno I guess I'd just collapse from such an overwhelming happiness.,0,0,0.5201857089999999,0.31885725260000003,0.12977039810000002,0.1324723065,0.34336376189999995,0.2609422207,0.287869513,0.09819924831,0.19398984309999998,0.4437773228
720,collapse,Earth,.@ArneJungjohann #Energiewende is directly responsible for the collapse in energy value. http://t.co/NxvjPj610W,1,1,0.529438138,0.6080635786,0.1759761274,0.27529966829999997,0.507758677,0.6018136144,0.5990851521,0.311752677,0.4215462804,0.4485903084
726,collapsed,"Minneapolis, MN",35W Memorial honoring those who died when the bridge collapsed. http://t.co/qIb5fYaLGs,1,1,0.8094569445,0.8402711153,0.9189476967,0.8123497962999999,0.766643405,0.443918407,0.9243006706,0.6819101572,0.9422586559999999,0.7588955759999999
730,collapsed,,I collapsed in the bathroom bcuz of Michael.,0,0,0.5804662107999999,0.1713725328,0.1027591527,0.1060819924,0.2890043557,0.1128410101,0.4421555996,0.06772482395,0.1580740511,0.4556057751
737,collapsed,Tampa Bay,Official: Crowd in tent that collapsed was told to stay put: LANCASTER N.H. - Circus workers first told spectatorsÛ_ http://t.co/yRQgASn0JG,1,1,0.6936026216,0.35281509159999996,0.3094237447,0.23543035980000002,0.5975732803,0.5075690746,0.6428741813000001,0.2510258555,0.7487935424,0.5731830001
750,collide,Canada,"When transgender Sam takes runaway Lizzie in two very different worlds collide as they explore unjust boundaries and trust.
Sam(uel)
#books",1,1,0.7963494062,0.7142385840000001,0.4074551165,0.286739707,0.3803831339,0.4275898337,0.4940084219,0.38954854009999995,0.4619390368,0.7194834948000001
757,collided,,@mollywood I agree! I didn't know you had moved to Marketplace. I woke up to your report &amp; thought my favorite worlds (BOL-APM) collided.,0,0,0.08984646200999999,0.19027185440000002,0.2308132946,0.26773500440000003,0.058260440829999996,0.5286254287,0.12406897539999999,0.2731220126,0.06779462099,0.08965167402999999
758,collided,,@imaginator1dx currently reading after. as you can see after we collided is on my dresser waiting to get read http://t.co/QwrASZ6LHO,0,0,0.5529050827,0.3408646584,0.1676805019,0.2557601929,0.3130626082,0.1608630717,0.2117286026,0.2255642712,0.1686617732,0.3877654672
761,collided,,#maritime The sand carrier Shinto Maru and chemical tanker Hoshin Maru collided on 7 nautical miles off Honshu... http://t.co/2bnfoAGpzD,1,1,0.4195474982,0.7279614209999999,0.8307015896,0.6341421604,0.6097322702,0.6242171526,0.6519539952000001,0.5694234371,0.631818831,0.6268626451
763,collided,,@AlyssaSpencer28 remember when beau and i collided on the slip and slide and I died ??????,0,0,0.1215937436,0.5844819546,0.10697695609999999,0.3368144035,0.2021425068,0.2685137391,0.1567189991,0.30971843,0.143710345,0.39418253299999995
770,collision,,that collision daaamn,1,1,0.1358380616,0.16511601210000001,0.1283264458,0.09240186214,0.29586794969999997,0.08287128805999999,0.2561261058,0.06730040908,0.1122735441,0.5881331563000001
771,collision,"San Francisco, CA",Marin Sr37 / Sr121 **Trfc Collision-Unkn Inj** http://t.co/yqJVEVhSzx,1,1,0.4353519082,0.9285601974,0.9540309906000001,0.824108243,0.4393543303,0.7068809867,0.3999301493,0.6453169584,0.3721773922,0.6230257154
772,collision,"Riverside, CA",Riverside I15 N Sr91 E Con / I15 N Sr91 W Con **Trfc Collision-Unkn Inj** http://t.co/QqMLKvgPQk,1,1,0.6599606872,0.7000194192,0.7627923489,0.6032523513,0.5553901792,0.6182209253000001,0.6348984838,0.7363029122,0.4097320437,0.8651083708
775,crash,Somewhere in the Canada,Mom fights to recover in hospital from fiery car crash while kids miss her at home - http://t.co/0UH26R2zfX,1,1,0.8158059716,0.8824179769,0.3669267297,0.7950578928,0.8622597456000001,0.8910276890000001,0.821126461,0.6130411625,0.6761195659999999,0.636131525
777,crash,,Our little angel': Banjo Pilon 10 dies after skateboarding crash at Wamberal: At the weekend 10-year-old B... http://t.co/5bcOQB6Cff,1,1,0.7497909665000001,0.8718062639,0.3190947771,0.8747217654999999,0.8259550929,0.8948849440000001,0.8983591795,0.5755220056,0.7918428183,0.7800346613
778,crash,"Austin, TX",lol at the guy whipping by me on a double yellow line in his mustang just to crash on the curb into a light pole #sns,0,0,0.21185767649999998,0.2622606158,0.1237897575,0.2009329498,0.5904055238,0.5972136259,0.3721961975,0.2064650059,0.528167665,0.3583402336
780,crash,PPCC,Crash,0,0,0.18839168550000002,0.186657995,0.08494541049000001,0.09132990241000001,0.289976269,0.08674293756000001,0.2628026009,0.05814188719,0.1318596005,0.5885736346
782,crash,The New Way To Surf!,Non-Power 5 Schools with Best Shot to Crash College Football Playoff http://t.co/Wj5EMRNkYi,0,0,0.5854964852000001,0.4211786985,0.8906331658,0.6509747505,0.4908936322,0.7806801795999999,0.6500716805,0.6938717365000001,0.26541680100000004,0.5530030727
784,crash,,Thieves crash dealership gate steal four vehicles in Killeen http://t.co/aA47AXC6sr http://t.co/fz5axahPVr,1,1,0.4865935147,0.8784854412,0.6415237188,0.5307621956,0.5414756535999999,0.3972958922,0.6695721149,0.4642397165,0.6790719628,0.5325067043
785,crash,Highway to Hell,Time to enjoy summer in a crash course of two weeks... I will never take summer classes again. (That's a lie),0,0,0.557751894,0.2202173769,0.1453153193,0.22560375929999998,0.11364892130000001,0.3852122724,0.2843476534,0.09455177188,0.10652768609999999,0.1624998152
786,crash,Vancouver,#portmoody Clarke Rd hill n/b blocked by crash past Seaview traffic back to Kemsley. Take Como Lake to Gatensbury to get around it.,1,1,0.8149805069,0.7780396937999999,0.8503506184,0.8815524578,0.6749163866,0.8124789000000001,0.4843633771,0.5414260625999999,0.5907619596,0.8613632917
788,crash,,Learn cPanel in 2015. Join cPanel Crash Course only $20 http://t.co/TltY2Mumco,0,0,0.2313876748,0.6266922951,0.1215732098,0.2262906432,0.40409404039999997,0.2841744125,0.36835271119999996,0.3222233653,0.33508896829999996,0.467312336
789,crash,Los Angeles,.@Emily_Noel95 @SterlingKnight @joeylawrence @ABCFmelissajoey that car crash was pretty fun to film #melissaandjoeychat,0,0,0.3672569692,0.5953447223,0.2230101526,0.1042239666,0.3939293623,0.283079505,0.5216085315,0.20650687809999999,0.2625499964,0.34207838770000004
791,crash,"Indian Trail, North Carolina",The Crash And A New Depression ÛÒ The Seeds For The Next Crisis Have Already Been Sown http://t.co/IsN9HdZ4cp,0,0,0.3847510219,0.5063984394,0.3076488972,0.2188746929,0.3729790449,0.3153534234,0.6057741642,0.4501099885,0.17777770760000003,0.3178250194
797,crashed,"Pleasantville, NY",@RosanneBarr New documents suggest Clinton's email server may have crashed. All of her fan mail from Qatar must have crashed it.,0,0,0.4019394815,0.30078250170000004,0.1869615614,0.3414372802,0.20067015289999998,0.5890566707,0.4274900258,0.12423208359999999,0.20944184059999998,0.44494780899999997
805,crashed,USA,Website Malfunctioning? PHP Scripts not working? Database Crashed? Need a Unique Script? PHP PRO to the rescue! http://t.co/LadH9Oo086,1,1,0.17191824320000001,0.5090083479999999,0.17892116309999997,0.4441620111,0.1519064903,0.5563850999000001,0.12434640529999999,0.4017962217,0.08047696948,0.4936374426
807,crashed,Edinburgh/ West Yorkshire,The last few days have proven how popular the #BBC is. Over 9m watched Bake Off and iplayer crashed due to cricket commentary.,1,1,0.4749099314,0.42368283869999995,0.18148702379999998,0.1581187844,0.29735779760000003,0.5694764256,0.423646301,0.3180907965,0.36452472210000003,0.2589303851
814,crush,USA,Crush cars with wrestling stars in MMX Racing Featuring WWE - AppAdviceÛ_ http://t.co/5XvP1IfPmy #designgeeks,0,0,0.5381368995,0.34308236840000006,0.2082060277,0.1602425575,0.4316868782,0.46250054240000005,0.492600441,0.3017777801,0.2122859061,0.3924549222
827,crushed,Bangalore,RT #Target Best price on #Avril Crushed Sheer #CurtainPanel #Curtains #Decor #Blinds #Shades : http://t.co/TBhbuX6dc0,0,0,0.4544409513,0.3827572465,0.4238714874,0.2505933642,0.512645781,0.432185173,0.31100213530000004,0.376986295,0.2705396116,0.3093956709
834,crushed,"Ottawa, ON, Canada",@Loraccee @JoeNBC @msnbc Still gets crushed by @FoxNews which says little about cable news viewers in general. Dumb sells but sucks.,0,0,0.5490463972,0.2627253532,0.11541309949999999,0.1155863702,0.22111502289999999,0.2892206311,0.2774772346,0.12015244359999999,0.1605988741,0.257234782
851,curfew,,! Sex-themed e-books given curfew in Germany on http://t.co/7NLEnCph8X,0,0,0.30324903129999997,0.536465764,0.1603931189,0.1934948564,0.4514494836,0.22487261890000002,0.6541274189999999,0.35140669350000003,0.22156080600000003,0.2848231792
853,cyclone,"Miami, FL",Happy to report all is quite in the TROPICS. Cyclone Development not expected at this time @CBSMiami @MiamiHerald http://t.co/vI5oVsaHqL,0,0,0.6373489499,0.6429658532,0.2451456189,0.6317819953,0.5741460322999999,0.8019496201999999,0.6375946999000001,0.5001205206,0.6659035086999999,0.4754587412
854,cyclone,United Kingdom,Here comes the next Episode #Scorpion #Cyclone @ScorpionCBS,0,0,0.1352126598,0.5886109471000001,0.10314431789999999,0.11670061949999999,0.3039094508,0.22554236649999998,0.3038243353,0.06814739108,0.1645784974,0.36693114039999997
855,cyclone,,The revival of Cyclone Football begins today!! Be there September 5th!!,0,0,0.7694506645,0.7917169333,0.556489706,0.3159437478,0.48552846909999997,0.5036699176,0.5310248733,0.43426090479999996,0.1806868017,0.647023201
856,cyclone,"Melbourne, Australia",An Appeal By Cardinal Charles Bo SDB ( CNUA) Dear Brothers and Sisters The recent cyclone and the massive... http://t.co/bLgH5bTV8T,1,1,0.1827684343,0.3872216046,0.2543696463,0.1843510866,0.35253262520000006,0.4551637173,0.5304360986,0.3761889637,0.265117079,0.42830154299999995
857,cyclone,"Comox Valley Courtenay, BC",Cyclone hits Skye http://t.co/QZYeRMrQtW http://t.co/N5AI9pQNjg,1,1,0.4641321003,0.8502371311,0.6218375564,0.2479869127,0.4751832485,0.2531334162,0.4728681147,0.3864234388,0.35125178100000004,0.5752996206000001
860,cyclone,"Brooklyn, NY",First time for everything! @ Coney Island Cyclone https://t.co/SdNT3Dhs3W,1,1,0.6270188093,0.7288699745999999,0.19961610440000002,0.4158222079,0.5047053099000001,0.6549948454,0.7073406577,0.34970024229999996,0.2783757746,0.6693476439
861,cyclone,Sittwe,@Aliyeskii @wquddin @tunkhin80 @MaungKyawNu @drkhubybe @nslwin @ibrahimdubashi @mdskar @zarnikyaw @kyawthu043 After cyclone,1,1,0.7188941836,0.8576785326,0.06536856294,0.1077816188,0.5242422819,0.08540916443,0.5264549255,0.1115418673,0.40696468950000003,0.6879437566
865,cyclone,United Kingdom,Waige driving like a Badass #ScorpionPilot #Cyclone @ScorpionCBS,1,1,0.2337960601,0.325546205,0.0952565372,0.1380470693,0.37071853880000005,0.19426786899999998,0.5199340582,0.07001015544,0.22952944039999998,0.3540425301
866,cyclone,"Manchester, England",raleigh cyclone 15 gear mountain bike 26'': http://t.co/4LpPmad80G #sportinggoods http://t.co/lleFHhggrL,0,0,0.2909553051,0.7314881086,0.48217117789999997,0.2639282048,0.3137418032,0.2859979272,0.2364055216,0.37063103909999995,0.2238837779,0.4522800446
869,cyclone,"Mansfield, Ohio","#LocalEventCountdown:
8. Curtain opens on The Black Cyclone in Shelby tickets &amp; info: http://t.co/v7dCz5DJDj #rstoday",0,0,0.7422792315000001,0.8618203402,0.8864777088,0.2397172153,0.7574877143000001,0.4142726362,0.6739941835,0.4070451856,0.9622831345,0.7335662246
871,damage,"Denver, CO",Damage done: How to Recover From a Negative Social Media Update http://t.co/W2wtjyS599 @SMExaminer,0,0,0.7578697205,0.8182854056000001,0.6125990152,0.695520997,0.6566460729,0.7819609045999999,0.46253937479999996,0.618750751,0.6760369539,0.5653528571
872,damage,,@beforeitsnews Û¢This Is Called DAMAGE CONTROL. Don't Be Fooled Folks. The Perps Will Just Come Up With Plan B...,0,0,0.3013302088,0.3206268549,0.2315831482,0.3215930462,0.3492886424,0.6320585012,0.3391818702,0.2283617854,0.2426825464,0.2187369168
873,damage,Downtown New York,#LMÛªs @frauncestavern named one of the historic properties granted $$ by @NYGovCuomo to repair #Sandy damage http://t.co/OcAdC8vFyF,1,1,0.6874546409000001,0.4960277975,0.19605290890000002,0.29690745469999996,0.6158958673,0.4767034054,0.6155335903,0.4705345929,0.2737607956,0.2583135068
874,damage,"Toronto, Ontario, Canada",@globepolitics extreme positions lack of debate pandering to the hard-right - further increase divides corrodes trust and damage goodwill,0,0,0.672192812,0.2052775919,0.2044503689,0.359184444,0.3272142112,0.3532525897,0.3267584145,0.1805585623,0.1532212794,0.39086091520000005
877,damage,USA,Alpine city park vandalized $2500 in damage http://t.co/fwk8puB2wF,1,1,0.745308876,0.8599564433,0.4276310802,0.3740578592,0.6117993593,0.3583672047,0.8166720867,0.6246699095,0.7543265224,0.8108209968000001
886,danger,,@TheElmagoo @GOPTeens @FoxNews @pattonoswalt anyone who actually plays that drinking game is in serious danger of alcohol poisoning,1,1,0.5914970636,0.2527455091,0.1054146886,0.1116119027,0.2560280859,0.23120978469999998,0.3321059346,0.06794703007,0.1408165693,0.25716543199999997
891,danger,N 32Ã¥Â¡39' 0'' / W 97Ã¥Â¡16' 0'',@Fresenius Said I put patients lives in danger and at the same time this is whats happening. Same like this is a bigger violation than PPE,0,0,0.49596816299999996,0.40801620479999995,0.1578369141,0.1649135649,0.32413700219999997,0.7107982635,0.2776324153,0.2332948446,0.3004972041,0.17990908030000002
896,dead,"South Carolina, USA",dead https://t.co/ESsxzdTcQJ,1,1,0.15093475580000001,0.3265084922,0.7858163714,0.21364596489999998,0.3810611367,0.0810520947,0.2758963108,0.1382437646,0.1530162692,0.5353916287
903,dead,65 Skelmersdale Lane,Nooooo the village hotty is dead ???????? #Emmerdale,0,0,0.4596892595,0.3212834299,0.545537591,0.3103357553,0.2895655036,0.5015910864,0.5101530552,0.163636744,0.10072410109999999,0.5455689429999999
904,dead,,@MikeParrActor No no no no no no I'm not believing it! Ross isn't dead! http://t.co/LvOlNtSWDZ,0,0,0.1668763459,0.2617302835,0.1549414992,0.5468059778000001,0.2413934469,0.1809360087,0.1334668696,0.12970829009999998,0.09938570857000001,0.1211853102
906,dead,England,I don't reckon Ross is dead actually they said 'has' Pete killed his own brother Ross has survived so much to just die from that??,0,0,0.3321541548,0.3684332669,0.41752898689999995,0.8649250269,0.2165712416,0.834428072,0.2534983158,0.413245976,0.09365049005000001,0.3239724338
920,death,,This wall is going to be the death of me...due to the years of water leaks and lack of maintenanceÛ_ https://t.co/PVd2fYBa0q,0,0,0.4148541093,0.5636572838,0.36683720350000004,0.39022034409999995,0.6341847181,0.7224641442,0.4555982649,0.5820476413,0.327737391,0.2719236016
923,death,,death is the only certainty in life,0,0,0.42179891469999997,0.2804332376,0.06495165825,0.0898218751,0.3280790448,0.07459717989,0.3150672615,0.03968501091,0.1919985414,0.5361590385
925,death,"Manchester,England",#Spirituality - Born Again-Spiritual Awakening And Near Death Experiences http://t.co/Z0UGKqi6kM @Charlesfrize @Frizemedia @Dynamicfrize,0,0,0.5660122633,0.7197995186,0.36161917450000003,0.34064465759999996,0.5747414827,0.2769427598,0.8251239061,0.3214129806,0.3951823711,0.35749754310000004
928,deaths,Does it really matter!,Deaths 2 http://t.co/4A1fSwePpg,0,0,0.21474987269999998,0.7657905221,0.7004477382,0.16909581420000003,0.4364803135,0.07984781265,0.30413419010000003,0.2730913162,0.2261858284,0.5780903101
929,deaths,In my baby with pie,@betrayedhunter reading he paused as he came across a couple of deaths and began to read deeper into it.,1,1,0.4826693833,0.21194294100000002,0.1388266385,0.1780112684,0.2646170855,0.5944730043,0.42965409159999995,0.1155206561,0.09337714314,0.1914153397
930,deaths,Does it really matter!,Deaths 5 http://t.co/0RtxTT11jj,0,0,0.21474987269999998,0.7657905221,0.7004477382,0.16909581420000003,0.4364803135,0.07984781265,0.30413419010000003,0.2730913162,0.2261858284,0.5780903101
931,deaths,"Kampala, Uganda",Bigamist and his 'first' wife are charged in the deaths of his 'second' pregnant wife her child 8 her motherÛ_ http://t.co/t5HwUnjK7g,1,1,0.6831469536,0.5686377883,0.5721019506,0.3484614491,0.2874777317,0.8068714142,0.3746947944,0.4918015599,0.1929615736,0.3978432417
932,deaths,ICO Arkansas,HEALTH FACT: Women account for 39% of smoking deaths. http://t.co/fSx2H9XAkI,0,0,0.6263729334,0.9017659426000001,0.7156360745,0.3439460397,0.6905654669,0.6438609362,0.8257945179999999,0.6283604503,0.7167689204000001,0.6133753657
933,deaths,"Prague, CZ, the Planet of Fans",@1outside in the series the deaths seemed one right after another but in the book it seems a month or more will pass after the death of Liz,0,0,0.7748757601,0.7165737748000001,0.1253944337,0.1398059428,0.8147597312999999,0.2196632922,0.5807518959,0.16928830739999998,0.9494071006999999,0.6537181735
935,deaths,UAE,@mohammedzismail because there was more deaths by regular gunsmissilesbombs and what not warfare than the A-bombs used in A war.,1,1,0.7071186304000001,0.7544448376,0.3245490193,0.3017519116,0.7028762101999999,0.6094021797,0.5889335871,0.17202332620000002,0.6756951213,0.8063212037
937,deaths,,Bigamist and his Û÷firstÛª wife are charged in the deaths of his Û÷secondÛª pregnant wife her child 8 her mother her nephew 1 and their uÛ_,1,1,0.5850744247,0.41429415350000004,0.30883210899999997,0.2335850298,0.1074872315,0.8094590902,0.1949379444,0.21895930170000003,0.08176323771,0.1999858618
938,deaths,"Elko, Nevada",MSHA stepping up enforcement after mining deaths: http://t.co/4HM34lrUER via @elkodaily,1,1,0.6264281273,0.7133274674,0.3328524232,0.3077498674,0.5616201162,0.3204383254,0.8197832704000001,0.3123965263,0.6040736436999999,0.5102832913
939,deaths,Also follow ?,Bigamist and his 'first' wife are charged in the deaths of his 'second' pregnant wife her child 8 her mothe... http://t.co/RH15gGSgQG,1,1,0.7116892934000001,0.6568773389,0.7063423395,0.4795146883,0.5586282015,0.8620246053,0.5220855474,0.6697509885,0.37042814490000003,0.5151570439000001
940,debris,Seattle,Is a wing part enough to solve the MH370 mystery?: http://t.co/ys2bveKlxK,1,1,0.4162972867,0.7061873078,0.41757106780000003,0.3409513235,0.5499715209,0.19441154600000002,0.6194574237,0.4493156075,0.6038177013,0.5355482101
955,deluge,South Wairarapa/Wellington,@We3forDemocracy it already happens. ABs and rowers tweeting support for Nats last year and the deluge of celeb endorsements for Obama in 08,0,0,0.2788280845,0.43066063520000003,0.17636907100000002,0.1989141703,0.4561883807,0.5807110667000001,0.39950859549999995,0.2021627128,0.5099384785000001,0.5517861843
960,deluge,Republic of Harper,A decade-long billion-dollar deluge of 'messages' from the government of Canada. #HarpersLegacy,0,0,0.6898671984999999,0.3803825974,0.1529611647,0.1182619333,0.36561989780000004,0.2378304303,0.2991746366,0.1436189413,0.1843767166,0.2666296065
984,demolish,"Nr Great Missenden, Bucks",Barton-Le-Clay house owner told to demolish extension - BBC News http://t.co/inxvExrsyV,0,0,0.6761616468000001,0.7678292990000001,0.2513887286,0.3927768171,0.671914041,0.896625638,0.7488022447,0.509775877,0.3719517589,0.609434247
987,demolish,Lagos,Enugu Government to demolish illegal structures at International Conference Centre http://t.co/9Hq5miwXFU,0,0,0.7170559764,0.33930140729999997,0.18181073670000003,0.3122794032,0.37708857659999995,0.38326647880000003,0.4927917421,0.4028843939,0.17219939829999997,0.3524035811
988,demolish,"Tulsa, OK",Contractor hired to demolish Goodrich plant in Miami files for bankruptcy - Tulsa World: Manufacturing http://t.co/uk7YwsvMgA,0,0,0.40127184990000003,0.3714461625,0.18527415390000002,0.2791204453,0.46016603710000004,0.36898428200000005,0.6695350409,0.2919754982,0.2095490694,0.456125021
989,demolish,Global,Enugu Government to demolish illegal structures at International Conference Centre: Enugu State government app... http://t.co/bzINn2wXHu,0,0,0.8142400384,0.5004327297,0.26821267600000004,0.5028043985,0.6433462501,0.6914176941,0.8674077988,0.5476275682,0.5836507678,0.42157885429999997
996,demolish,,Enugu Government to demolish illegal structures at International Conference Centre http://t.co/bq67uDctjc RT,0,0,0.7275653481000001,0.33372575039999997,0.2024940848,0.29737067219999996,0.3785508573,0.3980589807,0.4792018533,0.406511426,0.17348700760000002,0.3504142165
1000,demolished,Canada,A demolished Palestinian village comes back to life http://t.co/Jsf5OFB3m6 via @wagingnv http://t.co/Hskd5MUosM,1,1,0.5944974422,0.8685568571,0.7246236801,0.3151200712,0.6026874781,0.43524855380000005,0.7895433903,0.4874516129,0.615707159,0.6046568751
1001,demolished,Your Backyard,Historical Bigfoot Landmark Soon To Be Demolished: The Bluff Creek Resort Store pictured above in 1976 was t... http://t.co/TW0SEv1N6C,0,0,0.3534783721,0.2978822887,0.3048226833,0.4450861812,0.5745486021,0.47825843100000004,0.5699490905,0.5679174066,0.5498387218,0.310056299
1003,demolished,????,It was finally demolished in the spring of 2013 and the property has sat vacant since. The justÛ_: saddlebrooke... http://t.co/7FOnHQtlyv,1,1,0.6656948924,0.46213629840000003,0.1639834642,0.1471823454,0.36162269119999996,0.39718830590000004,0.39781212810000005,0.3147523105,0.171228081,0.23559360210000002
1004,demolished,HTX iNNeRvErSe,#BananaLivesMatter ... but not more than #HotepLivesMatter thats why ya girl Hotepina just demolished two bananas in 13 seconds flat,0,0,0.3057339489,0.4714275897,0.1672796607,0.1210184991,0.4546163082,0.3816770017,0.47191736100000004,0.1883273125,0.6304703355,0.44785523409999994
1005,demolished,??????,It was finally demolished in the spring of 2013 and the property has sat vacant since. The justÛ_: saddlebrooke... http://t.co/MDKV7c3el4,0,0,0.6656948924,0.46213629840000003,0.1639834642,0.1471823454,0.36162269119999996,0.39718830590000004,0.39781212810000005,0.3147523105,0.171228081,0.23559360210000002
1008,demolished,"Paterson, New Jersey",@Ramdog1980 Israeli soldiers demolished a residential shed and a barn. Soldiers also demolished a shed in Beit Kahel northwest of Hebron.,1,1,0.8253312111,0.8893983364,0.8977503777,0.5493526459,0.7304210662999999,0.7737132907,0.6203516125999999,0.5580919385,0.7401034832,0.4767976403
1009,demolished,"Connecticut, USA",Starting a GoFundMe page for a new set of rims since i demolished mine last night #helpabrotherout,0,0,0.5440979004,0.2592422366,0.12435841560000001,0.06358233094,0.09866389632000001,0.16456303,0.11784914140000001,0.0463514924,0.06761059165,0.1499980986
1013,demolished,India,Uttarakhand: Journalist's house demolished who exposed corruption - Oneindia http://t.co/Ro1aWWuDYE,1,1,0.38819864390000003,0.6841206551000001,0.2493234873,0.2081038952,0.48913076520000004,0.2113045156,0.5339267254,0.41960412259999996,0.20842522379999998,0.43045511840000006
1015,demolished,Melbourne VIC Australia,Before &amp; After #underconstruction #demolished #Melbourne #Residential #commercial #builder #luxuryhomes #townhouses ?? http://t.co/6iD7CZvMEd,0,0,0.7219513654999999,0.7262754440000001,0.3505572677,0.3200339377,0.47431707380000004,0.2479398847,0.3720782399,0.3727226257,0.2498180568,0.5298942327
1019,demolished,???????????,It was finally demolished in the spring of 2013 and the property has sat vacant since. The justÛ_: saddlebrooke... http://t.co/bd5B5yffyb,0,0,0.6656948924,0.46213629840000003,0.1639834642,0.1471823454,0.36162269119999996,0.39718830590000004,0.39781212810000005,0.3147523105,0.171228081,0.23559360210000002
1022,demolition,Ohio,Real-life 'Up' house set to be saved from demolition by charity http://t.co/rdD5Fe1qyJ,1,1,0.3018023372,0.5696756244,0.222963959,0.2740235329,0.44001108409999995,0.3307155967,0.26118186120000003,0.3287999332,0.1612049341,0.4962450564
1023,demolition,TO YOUR CHOSEN DESTINATION,http://t.co/AAffnDCDNq Draw Day Demolition: Daily football selection service that consis... http://t.co/wMu2VUNCKe http://t.co/7K9Rczd2O6,0,0,0.1108134091,0.2443140149,0.22502714399999998,0.2880236506,0.37225669619999996,0.4409922361,0.5830235481,0.3380286098,0.24223446850000002,0.3247656226
1024,demolition,"San Diego, CA",De-watering demolition defends against flooding http://t.co/dTO0ULjxn3,1,1,0.2075982988,0.5925955772,0.3293961883,0.4079396725,0.43520498280000003,0.214279592,0.4662391543,0.40358114240000004,0.1984628141,0.4704074264
1025,demolition,,"#Muslim cemetery demolition infuriates cultural groups in #Israel 

http://t.co/vpLZKUidz2",1,1,0.8010541201000001,0.8122580647,0.6433964968,0.4597642422,0.6138296127,0.4909380972,0.8473406434,0.4547843337,0.6629961133,0.47742569450000005
1027,demolition,cyberspace,Canberra's Currong Apartments marked for demolition in September http://t.co/ZyRR8DzJx6,0,0,0.5634829402,0.5014742017,0.3325691819,0.2511853278,0.4715589881,0.2079015672,0.7027392983,0.40062806009999996,0.4427457154,0.48901122810000003
1028,demolition,,General News Û¢åÊ'Demolition of houses on waterways begins at Achimota Mile 7 ' via @233liveOnline. Full story at http://t.co/iO7kUUg1uq,1,1,0.844570756,0.7820142508,0.4767441452,0.3978337944,0.7144514918000001,0.7380725145,0.7712501287000001,0.36573004719999996,0.6308418512,0.48971393700000004
1029,demolition,"Indianapolis, IN",Buzzing: Billy Joel Brings Down the House for Final Show at New YorkÛªs Nassau ColiseumÛ_ http://t.co/Xj3ASw5Okj http://t.co/Epca4OXAq2,0,0,0.5335099100999999,0.580594182,0.2275428772,0.10276883839999999,0.340448916,0.18070420620000002,0.3263912797,0.1722084284,0.1903708577,0.2813370526
1031,demolition,Southern California,Seattle's demolition-dodging 'Up' house to live on as affordable housing http://t.co/krGNNXj2sA,0,0,0.3226757646,0.6562245488,0.27933251859999997,0.333563447,0.5321186781,0.32795822620000004,0.44162034990000004,0.4287136197,0.3470689356,0.4145871103
1033,demolition,,Problem motel nears demolition http://t.co/fKx4IH7kM1 http://t.co/n8VcxGyhQ8,0,0,0.35006695990000003,0.5313662291,0.3300635815,0.2218464315,0.36324289439999996,0.1132574379,0.3601097465,0.255009532,0.1308628023,0.3120308518
1035,demolition,,Photo: mothernaturenetwork: SeattleÛªs demolition-dodging Û÷UpÛª house to live on as affordable housing But... http://t.co/szG0HsNJEw,1,1,0.5208255649,0.4261570573,0.2498336136,0.194306165,0.6521897315999999,0.3218022287,0.5835471749000001,0.28527694940000003,0.5415579677000001,0.2253393084
1036,demolition,Wherever the #Sooners are,Demolition underway on @OU_Football stadium project. Stay updated throughout at http://t.co/ju09z2y7g0 http://t.co/UP0hOCgGrj,0,0,0.6015253067,0.6088731289,0.2285853922,0.5425801277000001,0.3760727346,0.3369880319,0.39059638979999994,0.3525061607,0.3088011146,0.3352241218
1050,derail,Washington DC,Do people even ride Metro any more? http://t.co/Nb8yzecI6i #whywebike #bikecommute #DysfunctionalRedLine #WMATA,0,0,0.4413919449,0.8058775067,0.4497566521,0.7090224624,0.6130108236999999,0.4956003129,0.5965198874000001,0.5684428215,0.6695311666,0.6527388692
1053,derailed,Las Vegas,.@janeannmorrison: A former Assembly candidate is still waiting for answers http://t.co/Mm5z32vKPC,0,0,0.5248504877,0.7039231658,0.1836140752,0.4412232041,0.5115347505,0.2543600798,0.4281994104,0.40621799229999994,0.47940644619999995,0.37502881880000005
1055,derailed,"Washington, DC",@FixWMATA @AdamTuss Do you know about path of derailed train? Doesn't make sense. If it was coming from yard why turning at Smithsonian?,1,1,0.5880729556000001,0.3650206327,0.4961622655,0.7941495776,0.7369783521,0.8712444305,0.7919589281,0.38148695229999996,0.6805955172,0.7652240396
