id,index,text,target,BERT-2e359f0b,LSTM-GloVe-8b7db91c,LSTM_DROPOUT-GloVe-8b7db91c,BI_LSTM-GloVe-8b7db91c,LSTM_CNN-GloVe-8b7db91c,FASTTEXT-GloVe-8b7db91c,RCNN-GloVe-71bd09db,CNN-GloVe-d3cc3c6e,RNN-GloVe-7bc816a1,GRU-GloVe-8b7db91c,HAN-GloVe-a85c8435,LSTM-71bd09db,LSTM_DROPOUT-d3cc3c6e,BI_LSTM-8b7db91c,LSTM_CNN-8b7db91c,FASTTEXT-b054e509,RCNN-7bc816a1,CNN-b054e509,RNN-1258a9d2,GRU-b054e509,HAN-a85c8435,RIDGE-2e359f0b,SVC-4c2e484d,LOGISTIC_REGRESSION-8b7db91c,SGD-2e359f0b,DECISION_TREE-7bc816a1,RANDOM_FOREST-60314ef9
5314,2376,Unexercised honda run-down neighborhood desolate: PSqD,1,0.381967,0.144954,0.16291,0.131669,0.340592,0.157477,0.302845,0.175551,0.186888,0.1528,0.189919,0.033500999999999996,0.039716,0.021943999999999998,0.019144,0.13051300000000002,0.034987,0.094297,0.022862,0.031487,0.27224899999999996,0,0,0,0,0,0
5355,2791,Visting Georgina at The Drowned Rat Cafe.....awful view!! http://t.co/pYLFb3tI9U,1,0.096579,0.036208,0.09818099999999999,0.05665599999999999,0.224946,0.16830599999999998,0.039835,0.099391,0.048519,0.051591,0.196687,0.035251,0.23888299999999998,0.297172,0.062514,0.21927600000000003,0.047245999999999996,0.134269,0.200576,0.062488999999999996,0.318633,0,0,0,0,0,0
5455,3737,2pcs 18W CREE Led Work Light  Offroad Lamp Car Truck Boat Mining 4WD FLOOD BEAM - Full reaÛ_ http://t.co/ApWXS5Mm44 http://t.co/DS76loZLSu,1,0.128709,0.215192,0.368616,0.11751199999999999,0.252605,0.187774,0.078684,0.128694,0.291482,0.351742,0.253279,0.025668,0.060969,0.0705,0.021813,0.020401,0.068307,0.043121,0.021341,0.02023,0.003167,0,0,0,0,0,0
5489,4024,JAX issues Hazardous Weather Outlook (HWO) http://t.co/fuCOQhcLAD,0,0.8758889999999999,0.871324,0.9735860000000001,0.842785,0.758682,0.824282,0.889608,0.947915,0.777497,0.7911699999999999,0.932378,0.9765309999999999,0.954343,0.949258,0.9950190000000001,0.811022,0.9840139999999999,0.975883,0.982692,0.9705360000000001,0.958405,1,1,1,1,1,1
5674,5878,Reasons I should have gone to Warped today: tony played issues showed up sleeping w sirens played attila is there issues issues issues,1,0.079542,0.09730599999999999,0.071279,0.012612,0.105019,0.05876,0.060353,0.025961,0.126378,0.062552,0.041533,0.07309199999999999,0.079683,0.157904,0.371803,0.148048,0.227307,0.21126799999999998,0.058641,0.031175,0.09267,0,0,0,0,0,0
5742,6523,Hollywood Movie About Trapped Miners Released in Chile: 'The 33' Hollywood movie about trapped miners starring... http://t.co/tyyfG4qQvM,1,0.37396799999999997,0.382563,0.423861,0.281933,0.451408,0.37168,0.215058,0.175122,0.283841,0.290631,0.222229,0.025376,0.112946,0.150721,0.063364,0.10586400000000001,0.047952,0.143246,0.064881,0.024847,0.043210000000000005,0,0,0,0,0,0
5790,7024,Texas Seeks Comment on Rules for Changes to WindstormåÊInsurer http://t.co/92fwtObi3U,1,0.135658,0.057856,0.066849,0.04835,0.096349,0.152032,0.032218000000000004,0.028489999999999998,0.086108,0.057999999999999996,0.012565999999999999,0.061203,0.093711,0.070615,0.030063,0.189834,0.053132000000000006,0.048767000000000005,0.11061700000000001,0.054145000000000006,0.286953,0,0,0,0,0,0
5838,221,@violentfeminazi I guess that's ok for Armenians since we've spent most of our history getting annihilated,1,0.495859,0.021203,0.023538,0.033243,0.06803300000000001,0.03435,0.041679,0.019479,0.010124,0.009343,0.024883000000000002,0.086488,0.137605,0.05148099999999999,0.032039,0.18327100000000002,0.05483,0.23869400000000002,0.006696,0.100301,0.07803600000000001,0,0,0,0,0,0
5844,265,World Annihilation vs Self Transformation http://t.co/pyehwodWun Aliens Attack to Exterminate Humans http://t.co/8jxqL8Cv8Z,1,0.22085,0.11529600000000001,0.278404,0.361174,0.34175500000000003,0.268217,0.096527,0.215379,0.24798800000000001,0.15165599999999999,0.377564,0.041089999999999995,0.046261000000000004,0.076935,0.010570999999999999,0.063354,0.04657,0.029769999999999998,0.012797,0.021938,0.053874,0,0,0,0,0,0
5930,1180,Fire hazard associated with installation of non-compliant external cladding on http://t.co/bTPQdehl3p - By @www.cbplawyers,1,0.22036799999999998,0.3032,0.266831,0.316397,0.038935000000000004,0.348746,0.052828999999999994,0.131549,0.373377,0.070184,0.18721600000000002,0.068688,0.12143699999999999,0.40487199999999995,0.025802999999999996,0.13867100000000002,0.036873,0.029556,0.022044,0.18494000000000002,0.084113,0,0,0,0,0,0
6043,2169,Enugu Government to demolish illegal structures at International Conference Centre http://t.co/ouYLwuIXcs,1,0.190344,0.409263,0.25253600000000004,0.367724,0.2686,0.439518,0.130338,0.052446000000000007,0.28941100000000003,0.07559199999999999,0.181319,0.032688999999999996,0.032761,0.057809000000000006,0.010081,0.033973,0.012467,0.007281,0.0055850000000000006,0.014294,0.040073000000000004,0,0,0,0,0,0
6092,2607,I'm in utter shock and devastation you don't go to work to be left feeling how I do now. Life really is too short ??,1,0.016592,0.140817,0.057134000000000004,0.08279,0.219779,0.035,0.19683,0.093544,0.062818,0.076562,0.06287100000000001,0.044953,0.064993,0.047026,0.050061,0.009406999999999999,0.022181,0.025752999999999998,0.009082,0.02519,0.002477,0,0,0,0,0,0
6154,3115,#Tanzania elephant population declined by 60% in five years census reveals http://t.co/YxtZbTVMhm http://t.co/7jGgqwbv6S,0,0.6794180000000001,0.859598,0.8972829999999999,0.939969,0.647021,0.726484,0.8754569999999999,0.869809,0.828292,0.8973120000000001,0.9101309999999999,0.951652,0.9643959999999999,0.928566,0.9865430000000001,0.925939,0.933625,0.958448,0.9580629999999999,0.902584,0.9777790000000001,1,1,1,1,1,1
6199,3683,@selmoooooo @_edvinnn @imTariik @dzafic_haris selmo u not catching flames from me  im just gonna be witnessing the slaughter,1,0.11370699999999999,0.037377999999999995,0.019579,0.113792,0.034638,0.049119,0.022661,0.080372,0.026958999999999997,0.015104,0.028272000000000002,0.027905000000000003,0.028502,0.022686,0.028586,0.025200999999999998,0.030305000000000002,0.012511,0.005109000000000001,0.010717,0.017661000000000003,0,0,0,0,0,0
6323,4925,@McCaineNL Think how spectacular it will look when the Stonewall riots obliterate the white house.,1,0.299926,0.154394,0.278609,0.321732,0.115272,0.245991,0.408463,0.264304,0.344649,0.251199,0.199103,0.051171,0.049960000000000004,0.070966,0.027119,0.083227,0.076984,0.034029000000000004,0.008891,0.015498,0.07582799999999999,0,0,0,0,0,0
6357,5376,Newlyweds feed thousands of Syrian refugees instead of hosting a banquet wedding dinner -  http://t.co/XZV0lT9ZZk via @smh,1,0.45433900000000005,0.289106,0.284211,0.20779,0.48765200000000003,0.228621,0.424543,0.17708,0.11030699999999999,0.060962,0.246892,0.07081699999999999,0.073146,0.122252,0.077401,0.16237000000000001,0.107021,0.102377,0.039201,0.082018,0.07499299999999999,0,0,0,0,0,0
6487,6838,the war on drugs has turned the U.S. into a WAR zone.,1,0.057468,0.036336,0.115836,0.086036,0.154162,0.10195800000000001,0.244579,0.158193,0.13227,0.050881,0.201317,0.443445,0.252627,0.1467,0.051352999999999996,0.246871,0.118377,0.059754999999999996,0.192248,0.445561,0.384939,0,0,0,0,0,0
6584,486,Kelly Osbourne attacked for racist Donald Trump remark about Latinos on The View http://t.co/7nAgdSAdWP,1,0.140622,0.179537,0.174493,0.091222,0.141823,0.18978,0.09689600000000001,0.07889600000000001,0.035207,0.08679500000000001,0.06385,0.204566,0.16459400000000002,0.19132000000000002,0.185299,0.296926,0.031639999999999995,0.10981800000000001,0.450794,0.44123199999999996,0.39483,0,0,0,0,0,0
6604,609,@APhiABeta1907 w/ugliness due 2 your 'ugly'@AMESocialAction Frat's BIOTERRORISMI'm she who's @FBI ID U $tolewant'g another in my Home.@ABC,1,0.08109,0.038792,0.041046,0.027848,0.028517,0.06348999999999999,0.023659,0.029825,0.029438,0.027013,0.022678,0.050568,0.07293999999999999,0.24582600000000002,0.174713,0.12746,0.092283,0.029218,0.183007,0.082791,0.047741000000000006,0,0,0,0,0,0
6664,1302,if firefighters acted like cops they'd drive around shooting a flamethrower at burning buildings,0,0.7395430000000001,0.9478479999999999,0.9493290000000001,0.9503809999999999,0.9534940000000001,0.9563780000000001,0.9506100000000001,0.9441139999999999,0.981618,0.9658030000000001,0.958239,0.849002,0.867402,0.953376,0.889901,0.885299,0.9509690000000001,0.9106629999999999,0.877001,0.9596969999999999,0.989107,1,1,1,1,1,1
6769,2502,@HassanRouhani Wars doomed to destruction loss money must invest in Iran's inside that should not go outside,1,0.299476,0.199942,0.314178,0.10603199999999999,0.143526,0.23537399999999997,0.147894,0.082906,0.247225,0.079711,0.268288,0.158658,0.09173200000000001,0.051885,0.12045399999999999,0.113749,0.12440899999999999,0.184115,0.100393,0.116978,0.186418,0,0,0,0,0,0
6900,3804,@madonnamking RSPCA site multiple 7 story high rise buildings next to low density character residential in an area that floods,0,0.673285,0.9098229999999999,0.898259,0.890225,0.8379530000000001,0.913294,0.9322010000000001,0.9097350000000001,0.919687,0.883099,0.881642,0.809354,0.856253,0.83305,0.723766,0.871345,0.658166,0.891299,0.583903,0.9645549999999999,0.9519639999999999,1,1,1,1,1,1
6960,4379,Enjoying a little golf this summer? Take care to avoid injury -- back and shoulder injuries can happen quickly http://t.co/f1R5ISBVks,1,0.10320399999999999,0.205877,0.155298,0.089848,0.30880799999999997,0.221915,0.12725699999999998,0.208197,0.100405,0.12626199999999999,0.334381,0.053035,0.072576,0.064569,0.082589,0.060558,0.010934000000000001,0.041815,0.037918,0.063749,0.013064,0,0,0,0,0,0
7032,5077,Pandemonium In Aba As Woman Delivers Baby Without Face (Photos).... http://t.co/lYXNjlxL8s http://t.co/CXYFqN3ue4,1,0.152802,0.07547000000000001,0.052985000000000004,0.050401,0.077179,0.084727,0.132415,0.033922,0.033274,0.022014,0.077654,0.040277,0.05936,0.025134,0.021384,0.031733,0.009325,0.01029,0.052427,0.032371,0.007018000000000001,0,0,0,0,0,0
7256,7144,@GeorgeFoster72 and The Wreck of the Edmund Fitzgerald,1,0.472488,0.13761500000000002,0.086773,0.116164,0.14702,0.106097,0.201578,0.077731,0.090016,0.080755,0.085435,0.049994,0.054751999999999995,0.016037,0.024787,0.16556500000000002,0.040194,0.06392300000000001,0.080571,0.205659,0.15569000000000002,0,0,0,0,0,0
