id,index,text,target,BERT-2e359f0b,LSTM-GloVe-8b7db91c,LSTM_DROPOUT-GloVe-8b7db91c,BI_LSTM-GloVe-8b7db91c,LSTM_CNN-GloVe-8b7db91c,FASTTEXT-GloVe-8b7db91c,RCNN-GloVe-71bd09db,CNN-GloVe-d3cc3c6e,RNN-GloVe-7bc816a1,GRU-GloVe-8b7db91c,HAN-GloVe-a85c8435,LSTM-71bd09db,LSTM_DROPOUT-d3cc3c6e,BI_LSTM-8b7db91c,LSTM_CNN-8b7db91c,FASTTEXT-b054e509,RCNN-7bc816a1,CNN-b054e509,RNN-1258a9d2,GRU-b054e509,HAN-a85c8435,RIDGE-2e359f0b,SVC-4c2e484d,LOGISTIC_REGRESSION-8b7db91c,SGD-2e359f0b,DECISION_TREE-7bc816a1,RANDOM_FOREST-60314ef9
4912,7791,WoW Legion ÛÒ Slouching Towards The Broken Isles: Warlords of Draenor wasnÛªt close enough to The Burning Crusad... http://t.co/RKpmoMQMUi,1,0.38395100000000004,0.116995,0.190922,0.20524499999999998,0.169324,0.145091,0.29741300000000004,0.479829,0.164607,0.24176199999999998,0.41133500000000006,0.190798,0.179729,0.270812,0.282362,0.354107,0.32553899999999997,0.43127200000000004,0.094489,0.23421399999999998,0.296813,0,0,0,0,0,0
4922,7882,@_LalaDeviluke - consequences could have been catastrophic. I was also informed by the security A.I *Mute that you were primarily -,1,0.378573,0.102342,0.32669899999999996,0.07292,0.065605,0.155906,0.177172,0.081235,0.141354,0.11275999999999999,0.08206000000000001,0.250306,0.099508,0.084728,0.17000099999999999,0.25449299999999997,0.31853200000000004,0.129906,0.21189899999999998,0.254331,0.262398,0,0,0,0,0,0
4953,8227,BCC: Premature interest rates increases could derail the recovery: Commentating on todayÛªs interest rate decis... http://t.co/aftpebIkbO,1,0.158356,0.07001399999999999,0.036545999999999995,0.073994,0.263631,0.076913,0.252769,0.465168,0.076976,0.074482,0.15342,0.11922200000000001,0.11485999999999999,0.096175,0.073935,0.26026900000000003,0.19053699999999998,0.244348,0.412909,0.456596,0.330382,0,0,0,0,0,0
4965,8345,Detonation fashionable mountaineering electronic watch water-resistant couples leisure tabÛ_ http://t.co/GH48B54riS http://t.co/2PqTm06Lid,1,0.066163,0.049112,0.058832,0.064092,0.039339,0.046368,0.018928999999999998,0.005055,0.056139999999999995,0.06226,0.046932999999999996,0.069351,0.055499,0.074963,0.023487,0.02613,0.10821900000000001,0.011526999999999999,0.059675,0.014433000000000001,0.011153,0,0,0,0,0,0
4977,8479,@whatupdave Headline in 2075 'Dust Storm on Mars Destroys 1% of Money Supply',0,0.759378,0.631734,0.671084,0.769583,0.508263,0.75197,0.9207799999999999,0.9469110000000001,0.768239,0.850189,0.7874939999999999,0.934109,0.965575,0.8601409999999999,0.9049659999999999,0.850461,0.720989,0.966615,0.9590780000000001,0.975449,0.9654450000000001,1,1,1,1,1,1
5078,9511,'imagine an entire aisle dedicated to making people look like serbian refugees.' - director of whole foods clothing section,1,0.144626,0.098439,0.07809400000000001,0.09805599999999999,0.09514299999999999,0.1202,0.075951,0.158729,0.200665,0.07202,0.08419299999999999,0.226733,0.231694,0.10362400000000001,0.056859,0.142293,0.442217,0.17489100000000002,0.086133,0.12056300000000002,0.103344,0,0,0,0,0,0
5099,9725,@Kronykal @B30wu1f2 I see no point in countering skewed statements. Dumb statement is dumb.,1,0.044452,0.040349,0.021943999999999998,0.05529,0.029807,0.130412,0.092564,0.146482,0.071302,0.019846000000000003,0.011031000000000001,0.159381,0.255909,0.06574400000000001,0.08541599999999999,0.196996,0.34434699999999996,0.40631300000000004,0.18799200000000002,0.217898,0.085323,0,0,0,0,0,0
5300,1239,Watch how bad that fool get burned in coverage this year. Dat dude is all-pro practice squad material,1,0.038417,0.086791,0.11670599999999999,0.085763,0.162948,0.044427999999999995,0.087612,0.152843,0.086577,0.06055,0.042985,0.177792,0.090835,0.060113,0.12432,0.121904,0.204255,0.049733,0.148069,0.093997,0.08391,0,0,0,0,0,0
5511,3257,@KopiteLuke1892 Its broken its fully exploded.,1,0.17794300000000002,0.057670000000000006,0.062487,0.080652,0.09067,0.046456,0.12159500000000001,0.157995,0.016517,0.048060000000000005,0.171377,0.20886999999999997,0.06143,0.019606000000000002,0.037457,0.20874,0.097971,0.066557,0.06886,0.048893,0.193244,0,0,0,0,0,0
5611,4365,Enjoying a little golf this summer? Take care to avoid injury -- back and shoulder injuries can happen quickly http://t.co/f1R5ISBVks,1,0.112919,0.12306500000000001,0.018512,0.382127,0.380477,0.093412,0.08453300000000001,0.251893,0.098972,0.19689500000000001,0.270406,0.09486499999999999,0.066315,0.047233,0.027833,0.044316,0.027199,0.047954000000000004,0.040777,0.026005,0.020881999999999998,0,0,0,0,0,0
5762,5881,"connor franta: damn sirens I hope everyone is okay. 

dan howell: can you PLEASE get MURDERED on ANOTHER STREET",1,0.35875100000000004,0.225692,0.169207,0.493972,0.28863099999999997,0.335959,0.09516799999999999,0.132249,0.449937,0.22121300000000002,0.119649,0.064989,0.047777,0.11346500000000001,0.080917,0.143554,0.137613,0.14238900000000002,0.15886199999999998,0.054735,0.03898,0,0,0,0,0,0
5843,6640,"950. If a landslide tumbles down todayI'm on your side

And if a twister sweeps it all away-

YOU'RE ON YOUR OWN BITCH!*runs into distance*",1,0.412492,0.046706,0.030905000000000002,0.167192,0.131747,0.046147,0.10949300000000001,0.077909,0.072288,0.084566,0.030144,0.083425,0.075973,0.035573,0.025598,0.013300999999999999,0.045779,0.070062,0.050658999999999996,0.029347,0.012738,0,0,0,0,0,0
6045,8758,First responders tell me he is lucky.... had someone riding with him today. http://t.co/jc16CZn0NC,1,0.417976,0.027315,0.055648,0.16281500000000002,0.334696,0.13005999999999998,0.017508000000000003,0.06091900000000001,0.050638999999999997,0.086298,0.035815,0.059713999999999996,0.06541799999999999,0.112722,0.074406,0.104816,0.05798300000000001,0.15528499999999998,0.117165,0.055399000000000004,0.035475,0,0,0,0,0,0
6095,9368,@KDonhoops Sure! Meek Mill accused Drake of not writing his own raps. Drake responds w/ obliteration of Meek's career. #OldFolkExplainStuff,1,0.015795,0.164321,0.075727,0.120104,0.16953800000000002,0.197902,0.141291,0.094539,0.067673,0.069906,0.050595,0.084887,0.033942,0.039113999999999996,0.026505,0.013156000000000001,0.018407,0.039084,0.010674,0.026772000000000004,0.014735,0,0,0,0,0,0
6134,9693,Exploration takes seismic shift in Gabon to Somalia ÛÒ WorldOilåÊ(subscription) http://t.co/Hs6OhRFsA9,0,0.635426,0.9867809999999999,0.9895379999999999,0.913733,0.93679,0.986089,0.9833620000000001,0.949434,0.977351,0.9708979999999999,0.950585,0.9419959999999999,0.9319959999999999,0.8859809999999999,0.947736,0.836226,0.95175,0.8979020000000001,0.9167420000000001,0.909488,0.8896729999999999,1,1,1,1,1,1
6138,9765,you're my snowstorm baby ??,1,0.039166,0.192652,0.201217,0.44362799999999997,0.32603200000000004,0.259356,0.08896,0.335131,0.435259,0.451556,0.165581,0.046649,0.028502,0.024112,0.033747000000000006,0.030254000000000003,0.202997,0.016615,0.07623400000000001,0.01529,0.08718300000000001,0,0,0,0,0,0
6219,164,My phone looks like it was in a car ship airplane accident. Terrible,0,0.565099,0.819075,0.777088,0.855416,0.782215,0.644556,0.761491,0.8574700000000001,0.957729,0.69692,0.770346,0.721964,0.879764,0.6504989999999999,0.9825219999999999,0.87205,0.9930379999999999,0.795715,0.607401,0.566218,0.8677790000000001,1,1,1,1,1,1
6227,243,annihilating quarterstaff of annihilation,1,0.20297,0.131352,0.086406,0.102897,0.24259,0.200424,0.219379,0.326506,0.044453,0.194102,0.20713,0.050135,0.056692,0.020878999999999998,0.041067,0.179367,0.048,0.249133,0.012676999999999999,0.163421,0.44176899999999997,0,0,0,0,0,0
6367,1619,Cyclist who collided with runner on Roanoke greenway wins $300000 civil verdict http://t.co/WgasoeNCwc via @roanoketimes,0,0.738654,0.852701,0.8479129999999999,0.8940809999999999,0.674559,0.8249139999999999,0.8446600000000001,0.547254,0.944039,0.915998,0.74571,0.9001620000000001,0.806161,0.903899,0.858669,0.680316,0.9032020000000001,0.594645,0.677214,0.640001,0.729792,1,1,1,1,1,1
6398,1922,@MichaelWestBiz standard damage control,1,0.194718,0.079201,0.153874,0.13378299999999999,0.088656,0.169468,0.244733,0.07835700000000001,0.13587,0.053578,0.12614,0.03949,0.046896,0.061745,0.073244,0.210468,0.318872,0.184867,0.028096,0.145152,0.248042,0,0,0,0,0,0
6631,4146,San Jose Mercury: Governor Brown allows parole for California school bus hijacker  http://t.co/GpCeCp9kHv,0,0.9612799999999999,0.793797,0.8787149999999999,0.909481,0.760199,0.8688319999999999,0.926961,0.9493389999999999,0.8970600000000001,0.768733,0.898869,0.915926,0.954791,0.89192,0.975291,0.9484090000000001,0.9916719999999999,0.972151,0.8945489999999999,0.885259,0.9744780000000001,1,1,1,1,1,1
6910,6915,@byuwnbeki The sad eyes and tacit stories in your heart that night in which the whirlwind was raging,1,0.20765,0.019187,0.014109,0.015097,0.02887,0.065877,0.043626,0.092201,0.003005,0.015347,0.021157,0.041928,0.0675,0.042006,0.013199,0.07369099999999999,0.016386,0.135055,0.01651,0.287093,0.07005499999999999,0,0,0,0,0,0
7100,8901,@mishavelgos @MattBacal8 @ComplexMag this is so accurate I can't even speak haha... Comparing hazard to harden is so true,1,0.045301,0.054042999999999994,0.040728,0.065302,0.024265000000000002,0.047045,0.036312,0.120051,0.031307999999999996,0.014983000000000002,0.042035,0.035426,0.080874,0.038733,0.021483000000000002,0.053996,0.092676,0.041573,0.068736,0.083995,0.008881,0,0,0,0,0,0
7117,9100,@kdudakia I get that there has been a massive turn away from Labour but that does not = electoral landslide. Credits tories too much and...,1,0.059315,0.047646,0.075633,0.060577,0.043611000000000004,0.084366,0.12309400000000001,0.064273,0.044768,0.032172000000000006,0.034011,0.11399200000000001,0.101677,0.081842,0.065759,0.145841,0.040537000000000004,0.154656,0.033821,0.111018,0.25893299999999997,0,0,0,0,0,0
7161,9540,Three suspects in police net for kidnapping &amp; trafficking a 4month old Baby from Kontagora to Aba# Baby rescued alive.,0,0.901543,0.858617,0.934991,0.850353,0.866894,0.87466,0.927544,0.830082,0.9287190000000001,0.840648,0.738308,0.922118,0.829039,0.8750040000000001,0.826435,0.835548,0.8737739999999999,0.84646,0.759987,0.875015,0.865287,1,1,1,1,1,1
7265,220,@violentfeminazi I guess that's ok for Armenians since we've spent most of our history getting annihilated,1,0.388183,0.016471,0.024480000000000002,0.016099000000000002,0.028236,0.023201,0.013682,0.012222,0.0037700000000000003,0.011106999999999999,0.01433,0.276348,0.352559,0.01753,0.056143,0.164787,0.042475,0.432395,0.023983,0.153871,0.027716,0,0,0,0,0,0
7419,1743,1 ÛÒ The bug that almost crashed the Euro - http://t.co/KgkZ50Q8TK,1,0.036474,0.44943,0.493349,0.21499899999999997,0.37711500000000003,0.325417,0.219139,0.195603,0.07361000000000001,0.377317,0.17527,0.129376,0.07495299999999999,0.132877,0.190408,0.238402,0.284909,0.323049,0.256395,0.112918,0.150098,0,0,0,0,0,0
7432,1857,'The Big Ten has their annual football media day but before we get into that here's some Cyclone hoops recruiting nuggets',1,0.046707,0.05600499999999999,0.023291,0.081573,0.057149,0.192118,0.058029,0.012855000000000002,0.075847,0.125834,0.060488,0.060429,0.078749,0.099539,0.046407,0.060191999999999996,0.06336900000000001,0.114219,0.06362000000000001,0.047936,0.060547000000000004,0,0,0,0,0,0
7540,2967,Emergency Flow  http://t.co/lH9mrYpDrJ mp3 http://t.co/PqhuthSS3i rar http://t.co/0iW6dRf5X9,1,0.044747,0.20010899999999998,0.24602600000000002,0.120729,0.11639300000000001,0.26109299999999996,0.211763,0.174597,0.057871000000000006,0.21697800000000003,0.209414,0.174258,0.119244,0.159654,0.044495,0.30639299999999997,0.091967,0.193802,0.094976,0.308754,0.354867,0,0,0,0,0,0
7731,4804,"'Up to 40% of businesses affected by a natural or man-made disaster never reopen'
http://t.co/35JyAp0ul9",0,0.856564,0.8650950000000001,0.967724,0.608251,0.893768,0.810962,0.9740620000000001,0.9639840000000001,0.8228719999999999,0.789809,0.568855,0.9307040000000001,0.9559840000000001,0.950192,0.9232360000000001,0.9058700000000001,0.796667,0.838995,0.817495,0.9431700000000001,0.9025770000000001,1,1,1,1,1,1
7774,5263,DOE's WIPP facility in NM investigating a site filter radiation reading; has activated its Emergency Ops Center; says no offsite release.,0,0.9155120000000001,0.505951,0.761776,0.632795,0.8799299999999999,0.709496,0.8321360000000001,0.946943,0.670408,0.705437,0.777094,0.905536,0.9187,0.667138,0.6325109999999999,0.948666,0.87516,0.758486,0.7884760000000001,0.971783,0.952923,1,1,1,1,1,1
7879,6381,@HaydnExists so glad i saved them all at once then didnÛªt want you stealing my thunder :P,1,0.016485,0.0411,0.095568,0.031617,0.038843,0.09265599999999999,0.016,0.011219,0.024072,0.206418,0.054920000000000004,0.032026,0.028644,0.019946000000000002,0.06828200000000001,0.020037,0.19626500000000002,0.005354,0.043164999999999995,0.02337,0.007923000000000001,0,0,0,0,0,0
7996,7477,@90sAngelicMalik listen to wtm avalanche and take a deep breath,1,0.35086799999999996,0.35484899999999997,0.060448,0.1556,0.06867999999999999,0.346082,0.16528900000000002,0.16231800000000002,0.098981,0.092852,0.211391,0.032764,0.02244,0.009604999999999999,0.020166999999999997,0.044795,0.043012,0.028127999999999997,0.020973,0.035316,0.034011,0,0,0,0,0,0
8121,8863,Which version of All Hail Shadow you do you like more Magna-Fi's or Crush 40's? ÛÓ Crush 40s. http://t.co/oGs6d0p3RB,1,0.004397,0.0074329999999999995,0.011859,0.01782,0.016821,0.007585,0.016355,0.15521600000000002,0.006626999999999999,0.01541,0.012486,0.032942,0.043194,0.018285,0.021985,0.008502,0.014146,0.023858,0.08165,0.031014999999999997,0.0053170000000000005,0,0,0,0,0,0
8250,10170,Learning from the Legacy of a Catastrophic Eruption - The New Yorker http://t.co/y8YqPBE4t9,0,0.9945510000000001,0.842302,0.741556,0.587481,0.925629,0.518113,0.9287540000000001,0.8370989999999999,0.8278040000000001,0.832217,0.816543,0.8973540000000001,0.961966,0.9040590000000001,0.83829,0.8624799999999999,0.809944,0.921607,0.8928360000000001,0.958384,0.9083379999999999,1,1,1,1,1,1
8394,1221,All you have to do is look up sports riots on google and you'll see more than couches being burned.. You fr gotta go https://t.co/P1AmgINsYs,1,0.144558,0.371371,0.181258,0.143663,0.252492,0.36378299999999997,0.076865,0.237521,0.343922,0.14040899999999998,0.061114,0.05264,0.16763699999999998,0.16838599999999998,0.24491100000000002,0.220146,0.229627,0.210781,0.133247,0.302023,0.025958999999999996,0,0,0,0,0,0
8466,2045,Heard theres two more deaths and a murder chrissie kills adam?  val and finn die? #emmerdale,0,0.7562979999999999,0.977809,0.9764079999999999,0.987698,0.9624520000000001,0.959334,0.981193,0.911113,0.992828,0.943061,0.986791,0.9532200000000001,0.9566819999999999,0.8921540000000001,0.9807,0.894272,0.923112,0.7925270000000001,0.911708,0.945931,0.947475,1,1,1,1,1,1
8715,4560,I WAS PEACEFULLY SITTING IN MY ROOM AND I HEARD THIS LOUD BANG OF SOMETHING FALLING,1,0.35438800000000004,0.024868,0.013287,0.01866,0.032014999999999995,0.044638,0.05671,0.053236,0.036059,0.017294,0.007865,0.05016,0.044579,0.030547,0.057048,0.065028,0.051458000000000004,0.02695,0.016273,0.075525,0.072424,0,0,0,0,0,0
8794,5277,Stuck in a rainstorm? Stay toward the middle of the road. Most streets are crowned so water tends to pool on the sides.,0,0.7539680000000001,0.541536,0.60844,0.695752,0.883025,0.666914,0.854153,0.7766069999999999,0.814638,0.85967,0.9489629999999999,0.94701,0.9693299999999999,0.8896440000000001,0.9818979999999999,0.963007,0.92291,0.610768,0.9353319999999999,0.975541,0.965774,1,1,1,1,1,1
8888,6344,Meek Mill responds to DrakeÛªs OVO Fest set with wedgie threat http://t.co/qqSKYbARNg,1,0.012812,0.266343,0.199929,0.135207,0.088328,0.23947,0.07708200000000001,0.129548,0.08428,0.12221800000000001,0.1337,0.10766300000000001,0.03495,0.092391,0.068747,0.053962,0.166344,0.046482,0.061522,0.049876,0.09543099999999999,0,0,0,0,0,0
8996,7473,02 03 04 05 AVALANCHE 1500 REAR AXLE ASSEMBLY 2055271 http://t.co/VxZhZsAlra http://t.co/HmXWRkbLS0,1,0.0801,0.422756,0.34675900000000004,0.204723,0.195776,0.44737,0.288252,0.132099,0.147208,0.204587,0.191233,0.021185,0.05205,0.037876,0.170019,0.100911,0.062803,0.15909,0.019606000000000002,0.068341,0.117014,0,0,0,0,0,0
9029,7754,"Jane Kelsey on the FIRE Economy
5th Aug 5:30ÛÒ7:30pm
Old Govt Buildings Wgton
The context &amp; the driver for #TPP and #TRADEinSERVICESAgreement",0,0.620533,0.891496,0.926111,0.9523299999999999,0.9106120000000001,0.859174,0.748212,0.6633479999999999,0.9511139999999999,0.95088,0.937364,0.9475600000000001,0.9382870000000001,0.9321309999999999,0.979405,0.903327,0.9167959999999999,0.8662059999999999,0.9796469999999999,0.921317,0.8934700000000001,1,1,1,1,1,1
9376,824,Can't believe more people in their mid 20's don't have high blood pressure. Life is stressful. #DecisionsOnDecisions,1,0.065492,0.258413,0.225861,0.198378,0.199776,0.363742,0.29128200000000004,0.31135999999999997,0.350139,0.10949400000000001,0.24556999999999998,0.26143099999999997,0.25960900000000003,0.092945,0.027926,0.196613,0.046336,0.221944,0.016276,0.201183,0.270248,0,0,0,0,0,0
9436,1408,#boy #mix Ultimate #preparedness library: http://t.co/O207JyaByz Prepare Yourself For Any Catastrophe. Over 10 http://t.co/cjCtb2oCxg,1,0.11335799999999999,0.126336,0.152837,0.154559,0.21785900000000002,0.135783,0.134798,0.197838,0.10102699999999999,0.091405,0.078671,0.312825,0.194423,0.146056,0.216151,0.225782,0.136249,0.18972999999999998,0.13817100000000002,0.163969,0.09158,0,0,0,0,0,0
9450,1532,Economic Collapse Investing: Specific actions and strategies to securing lasting wealth from the financial blowout. http://t.co/JZwRisXEPF,1,0.263081,0.088198,0.126362,0.143527,0.146097,0.033489,0.25900700000000004,0.070392,0.09792100000000001,0.14460399999999998,0.32905500000000004,0.078378,0.07789700000000001,0.130338,0.27732199999999996,0.085948,0.145447,0.18351099999999998,0.049782,0.15196400000000002,0.144204,0,0,0,0,0,0
9459,1672,San Bernardino I10 W Eo / Redlands Blvd **Trfc Collision-No Inj** http://t.co/FT9KIGmIgh,0,0.995391,0.9911770000000001,0.9870110000000001,0.952249,0.944307,0.9748629999999999,0.903071,0.9233790000000001,0.9310430000000001,0.9325829999999999,0.946255,0.921608,0.9576110000000001,0.8908969999999999,0.9622219999999999,0.7586,0.9848690000000001,0.93499,0.9822129999999999,0.9513889999999999,0.921373,1,1,1,1,1,1
9511,2112,Back on the beach after the deluge.  Surf camp in motion.  Our Surf Therapy programme kicked off today for... http://t.co/vjsAqPxngN,1,0.328005,0.11364500000000001,0.35752399999999995,0.23822600000000002,0.12673399999999999,0.154866,0.14720899999999998,0.26060300000000003,0.152283,0.052637,0.21329800000000002,0.209033,0.082109,0.074614,0.035623,0.071154,0.032029,0.42757799999999996,0.009413,0.021856999999999998,0.062446,0,0,0,0,0,0
9536,2224,#download &amp; #watch Demolition Frog (2002) http://t.co/81nEizeknm #movie,1,0.020083,0.012614,0.022262999999999998,0.059177999999999994,0.222753,0.0536,0.049839,0.053549,0.056792999999999996,0.060017999999999995,0.086591,0.037075,0.11276099999999999,0.178911,0.26313200000000003,0.183247,0.186862,0.061899,0.06617200000000001,0.023332,0.225188,0,0,0,0,0,0
9570,2602,In this fragile global economy considering the devastation the alternatives would cause ... it's the best reason .. https://t.co/zwVyisyP2B,1,0.140497,0.066012,0.099124,0.070846,0.31664899999999996,0.197993,0.304976,0.43282299999999996,0.136012,0.12891,0.26333,0.394323,0.342594,0.176827,0.111304,0.292663,0.27595,0.186425,0.069053,0.283677,0.433112,0,0,0,0,0,0
9582,2805,'Drowning' - Acrylic 08.05.15 https://t.co/X17fUBQBGG,1,0.061478,0.163463,0.20844000000000001,0.253038,0.242596,0.156533,0.21162399999999998,0.084752,0.152973,0.128925,0.454032,0.075349,0.230485,0.134176,0.189599,0.280025,0.087564,0.24376599999999998,0.26355,0.075664,0.47011899999999995,0,0,0,0,0,0
9626,3332,Interesting approach but doesn't replace Eyewitness video. The Ferguson Case - Video - http://t.co/vEcsoSRleR http://t.co/fiUOgj6hEF,1,0.285771,0.010431999999999999,0.013369999999999998,0.039981,0.036461,0.008018,0.010398000000000001,0.012419,0.037564,0.028376,0.018158,0.139825,0.3027,0.09671,0.133451,0.171355,0.10682699999999999,0.097771,0.126402,0.06286900000000001,0.151923,0,0,0,0,0,0
9750,4510,dogs Lightning reshapes rocks at the atomic level - A lightning strike can reshape a mineral's crystal structure ... http://t.co/2Wvmij5SA4,0,0.608867,0.9815299999999999,0.986957,0.989909,0.935529,0.9847239999999999,0.9697790000000001,0.79178,0.959118,0.971872,0.9478129999999999,0.961841,0.9591770000000001,0.942599,0.98134,0.9687450000000001,0.9825149999999999,0.962513,0.9827540000000001,0.98562,0.994132,1,1,1,1,1,1
9847,5532,#forbes #europe China's Stock Market Crash: Are There Gems In The Rubble? http://t.co/C0SlAbBP7j,1,0.371483,0.063141,0.050814,0.132416,0.26105300000000004,0.073614,0.136194,0.153789,0.30551100000000003,0.13331800000000002,0.349848,0.138553,0.147366,0.075253,0.085385,0.166755,0.091139,0.26468600000000003,0.11202000000000001,0.07401,0.144608,0,0,0,0,0,0
9984,6888,I will adamantly opposed to nuclear weapons.,1,0.09838999999999999,0.174674,0.260569,0.197511,0.42923599999999995,0.281915,0.25894,0.205443,0.358082,0.323992,0.092021,0.04604,0.049294,0.069384,0.120217,0.151679,0.145117,0.1129,0.12744,0.029593,0.379091,0,0,0,0,0,0
10041,7463,'One glance and the avalanche drops. One look and my heartbeat stops.' Oh WALK THE MOON how you get me.. I couldn't have said it better.,1,0.048001999999999996,0.129959,0.0766,0.173431,0.10506099999999999,0.140372,0.083335,0.024971,0.223426,0.11282,0.051721,0.05512,0.034516000000000005,0.05628300000000001,0.033543,0.007781000000000001,0.014221000000000001,0.025586,0.019685,0.025388,0.00892,0,0,0,0,0,0
10049,7506,Anthony Kimery Discusses #BioTerrorism on SyFy Channel's 'Joe Rogan Questions Everything' http://t.co/zckJWAcRCs,1,0.374216,0.011918000000000002,0.006242,0.018175999999999998,0.022658,0.002166,0.016913,0.012534,0.013762,0.004149,0.024147,0.117039,0.064787,0.098868,0.06302200000000001,0.119021,0.025647000000000003,0.240855,0.03252,0.026718000000000002,0.137908,0,0,0,0,0,0
10128,8296,Black Eye 9: A space battle occurred at Star O784 involving 2 fleets totaling 3946 ships with 14 destroyed,1,0.121253,0.108976,0.102976,0.072761,0.13758099999999998,0.084678,0.047435000000000005,0.015137000000000001,0.170844,0.059951,0.233933,0.023916,0.015219,0.035523,0.018066,0.004023,0.010376,0.014311,0.008974,0.007881,0.004495,0,0,0,0,0,0
10215,9092,.@38_degrees Hello. I have been inundated by people Tweeting me about some Unilever thing in India I know nothing about.,1,0.008988,0.023191,0.05797000000000001,0.033654,0.128277,0.091181,0.057468,0.12242,0.054974,0.032349,0.048634,0.362761,0.20680700000000002,0.059815999999999994,0.038492,0.249325,0.020834000000000002,0.166182,0.021967,0.100481,0.23502199999999998,0,0,0,0,0,0
10295,9954,"Truth...
https://t.co/Kix1j4ZyGx
#News
#BBC
#CNN
#Islam
#Truth
#god
#ISIS
#terrorism
#Quran
#Lies http://t.co/pi6Qn7y7ql",0,0.822109,0.8791209999999999,0.732666,0.848794,0.878856,0.8225049999999999,0.820508,0.91794,0.690565,0.8867879999999999,0.8215549999999999,0.96565,0.9653010000000001,0.9093530000000001,0.9272959999999999,0.924235,0.977405,0.961117,0.9332459999999999,0.9767170000000001,0.9540420000000001,1,1,1,1,1,1
